지역번호,지역명,일시,평균기온(℃),평균최고기온(℃),최고기온(℃),최고기온관측지점,평균최저기온(℃),최저기온(℃),최저기온관측지점
0,전국,2014-03-19,9,12.6,16.8,고창군,5.8,0.4,제천
0,전국,2014-03-18,12.6,18.3,24.6,밀양,7.4,0.2,대관령
0,전국,2014-03-17,12.4,20.1,23.7,전주,3.8,-2.7,봉화
0,전국,2014-03-16,10.6,18,21.3,"울산,합천",4.2,-2.4,봉화
0,전국,2014-03-15,6.9,14.1,16.4,대구,-1.4,-7,봉화
0,전국,2014-03-14,3.3,8.4,11.7,서귀포,-0.9,-10.7,대관령
0,전국,2014-03-13,4.2,7.6,15.5,서귀포,1.4,-5.4,대관령
0,전국,2014-03-12,5.8,9.3,17.2,성산,0.5,-7.3,봉화
0,전국,2014-03-11,5,13.6,17.1,영덕,-3.6,-9.4,봉화
0,전국,2014-03-10,2,8.8,12.5,밀양,-4.4,-16.3,대관령
0,전국,2014-03-09,2.5,7.2,12.3,서귀포,-1.5,-12.5,대관령
0,전국,2014-03-08,2.4,8.2,10.9,밀양,-3.2,-8.3,임실
0,전국,2014-03-07,1.3,6.3,11.1,서귀포,-3.8,-10.5,대관령
0,전국,2014-03-06,1.4,6.5,10,서귀포,-4.1,-18.4,대관령
0,전국,2014-03-05,3.1,8,13.2,서귀포,-0.7,-15.1,대관령
0,전국,2014-03-04,5.1,11.4,13.4,"속초,동해",-1.1,-5.9,봉화
0,전국,2014-03-03,4.3,11.6,14,밀양,-2.4,-12.4,대관령
0,전국,2014-03-02,5,10.5,15.3,서귀포,0.4,-9,대관령
0,전국,2014-03-01,6.6,9.8,13.2,홍천,4,-3,대관령
0,전국,2014-02-28,7.1,11.8,16.5,서귀포,3.1,-2.6,"철원,파주"
0,전국,2014-02-27,8.6,15.5,19.5,합천,3.4,-9.7,대관령
0,전국,2014-02-26,6.2,11.5,17.5,동두천,1.2,-10.5,대관령
0,전국,2014-02-25,5.6,13.6,16.3,"광주,김해시",-1.3,-6.9,봉화
0,전국,2014-02-24,4.2,12,15.2,"서귀포,장흥",-2.5,-11,대관령
0,전국,2014-02-23,2.9,10.4,14.4,서귀포,-3.3,-14.1,대관령
0,전국,2014-02-22,1.8,9.2,13,"부산,김해시",-4.5,-16.7,대관령
0,전국,2014-02-21,1.1,7.9,11.6,밀양,-4.4,-15.2,대관령
0,전국,2014-02-20,1.5,7.5,12.4,밀양,-3.8,-14.7,대관령
0,전국,2014-02-19,1.6,6.7,10.3,서귀포,-2.8,-11.2,대관령
0,전국,2014-02-18,2.4,5.6,9.4,성산,-0.7,-10.1,대관령
0,전국,2014-02-17,4.1,8.3,11.9,김해시,0.7,-7.7,대관령
0,전국,2014-02-16,2.7,10.1,14.7,서귀포,-3.9,-16.3,대관령
0,전국,2014-02-15,1.7,8.9,12,부산,-4.1,-17.1,대관령
0,전국,2014-02-14,1.9,6,9.9,해남,-1.6,-13.3,대관령
0,전국,2014-02-13,1.6,6,9.8,서귀포,-2.7,-10.4,대관령
0,전국,2014-02-12,0.9,6.5,11.3,서귀포,-3.3,-19.4,대관령
0,전국,2014-02-11,0.1,5.3,9.3,광주,-4.2,-12.2,봉화
0,전국,2014-02-10,0.1,3.4,11.2,서귀포,-2.6,-9.2,대관령
0,전국,2014-02-09,0.4,3.3,8.7,"서귀포,김해시",-1.3,-9.3,파주
0,전국,2014-02-08,2.2,4.6,11,서귀포,0.4,-6.1,대관령
0,전국,2014-02-07,2.6,6.7,11.5,서귀포,-1.8,-7.5,봉화
0,전국,2014-02-06,-0.5,4.5,9.4,성산,-4.8,-12,대관령
0,전국,2014-02-05,-3.8,1.4,7.4,서귀포,-8.1,-16.7,대관령
0,전국,2014-02-04,-4.9,-0.7,6.8,서귀포,-8.1,-13.9,대관령
0,전국,2014-02-03,1.8,7.3,15.4,서귀포,-4.5,-10.1,대관령
0,전국,2014-02-02,8.9,14.2,24.4,합천,5.1,-2.1,파주
0,전국,2014-02-01,7.5,13.4,20.7,고창군,1,-7.2,봉화
0,전국,2014-01-31,3.1,10.8,16.4,제주,-3.1,-8.8,파주
0,전국,2014-01-30,6.1,10.2,16.5,"울산,김해시,북창원",1.7,-4,제천
0,전국,2014-01-29,3,11.5,16.4,경주시,-6.4,-12.7,의성
0,전국,2014-01-28,3,9.3,15,부산,-3.1,-8.8,봉화
0,전국,2014-01-27,0.7,8.9,13.1,제주,-7,-12.6,의성
0,전국,2014-01-26,0.4,5.6,13.6,서귀포,-4.1,-8.9,대관령
0,전국,2014-01-25,6.2,10.6,19.1,성산,1.4,-4.3,봉화
0,전국,2014-01-24,4,10.7,15.5,서귀포,-3.5,-12.9,봉화
0,전국,2014-01-23,-1,7.1,11,서귀포,-7.5,-16.8,대관령
0,전국,2014-01-22,-2.7,3.4,8.8,서귀포,-8,-17.2,장수
0,전국,2014-01-21,-2.9,-0.1,5.4,서귀포,-5.5,-14.4,제천
0,전국,2014-01-20,1,5.5,12,서귀포,-2.2,-7.6,봉화
0,전국,2014-01-19,-1.7,4.6,9.9,서귀포,-8.3,-18.9,대관령
0,전국,2014-01-18,-0.6,3.9,8.7,서귀포,-4.6,-15,대관령
0,전국,2014-01-17,-0.1,5.9,11.1,서귀포,-5,-12.6,대관령
0,전국,2014-01-16,-0.9,5.2,10.2,서귀포,-6.6,-15.4,대관령
0,전국,2014-01-15,-2.3,4.3,9.2,서귀포,-8.1,-17.2,대관령
0,전국,2014-01-14,-3.4,3.4,9.7,서귀포,-9.3,-18.6,대관령
0,전국,2014-01-13,-3.9,1.5,9.6,서귀포,-8.4,-17.7,대관령
0,전국,2014-01-12,-0.4,5.3,11.1,서귀포,-5.1,-14.6,대관령
0,전국,2014-01-11,-0.8,4.4,9.7,서귀포,-5.5,-13.2,봉화
0,전국,2014-01-10,-3.7,2,7.8,서귀포,-9.6,-16.1,의성
0,전국,2014-01-09,-4.4,-0.6,6.5,서귀포,-8.1,-14.6,대관령
0,전국,2014-01-08,2.1,5.3,11.4,성산,-1.4,-7.2,파주
0,전국,2014-01-07,1.9,7.8,14.1,서귀포,-4.3,-12.1,의성
0,전국,2014-01-06,0.2,7.6,12.2,서귀포,-5.1,-15.2,대관령
0,전국,2014-01-05,0.7,6.6,13.6,서귀포,-3.7,-10.5,대관령
0,전국,2014-01-04,1.5,6.9,14.3,서귀포,-2.8,-9.7,"대관령,봉화"
0,전국,2014-01-03,2.6,10.1,15.8,서귀포,-3.2,-9.3,봉화
0,전국,2014-01-02,2.6,9.1,14.9,서귀포,-2.2,-7.5,봉화
0,전국,2014-01-01,4.8,9.2,13.8,서귀포,-0.3,-5.5,파주
0,전국,2013-12-31,4.1,9.1,13.8,성산,-1.8,-7.9,의령군
0,전국,2013-12-30,2.8,7.6,11.5,성산,-2.4,-7.5,"진주,이천,의성"
0,전국,2013-12-29,-1.7,3.2,8.3,서귀포,-7.3,-15.8,철원
0,전국,2013-12-28,-3.9,0.8,7,서귀포,-8,-18.1,대관령
0,전국,2013-12-27,-2.4,0.8,6.6,서귀포,-5.3,-15,대관령
0,전국,2013-12-26,1.6,5.3,13.1,서귀포,-1.5,-8.6,철원
0,전국,2013-12-25,0.8,7.2,13.7,부산,-5.4,-14.6,대관령
0,전국,2013-12-24,-0.4,6.8,12.8,서귀포,-5.5,-17.8,대관령
0,전국,2013-12-23,0.3,5.4,12.3,서귀포,-3.6,-13.9,대관령
0,전국,2013-12-22,-0.8,4.9,12.5,서귀포,-5.7,-15.9,대관령
0,전국,2013-12-21,-0.4,4.7,9.2,서귀포,-4.3,-13.9,철원
0,전국,2013-12-20,-0.9,2.4,8.3,서귀포,-4.2,-12.6,대관령
0,전국,2013-12-19,-0.2,2.9,9,서귀포,-3.3,-11.1,대관령
0,전국,2013-12-18,4.2,8.5,13.6,서귀포,0.9,-7.1,철원
0,전국,2013-12-17,2,6.3,11.9,밀양,-2.5,-13.4,철원
0,전국,2013-12-16,-1.3,3.2,11.7,서귀포,-6.1,-17.2,대관령
0,전국,2013-12-15,-1.2,3.8,12.9,서귀포,-5.2,-16.6,이천
0,전국,2013-12-14,-0.5,4.4,13.3,서귀포,-6.2,-16.4,파주
0,전국,2013-12-13,-2.4,2,11.3,제주,-5.8,-16.8,파주
0,전국,2013-12-12,1,5.7,12.8,제주,-4.8,-12.8,철원
0,전국,2013-12-11,0.9,4,10.5,서귀포,-1.7,-9.5,대관령
0,전국,2013-12-10,3,6,11.9,서귀포,0.4,-5.3,대관령
0,전국,2013-12-09,5.8,9.5,16.6,서귀포,2.5,-3.5,봉화
0,전국,2013-12-08,4.5,11.6,17.4,서귀포,-1,-7.6,봉화
0,전국,2013-12-07,3.9,10.5,16,서귀포,-1.3,-7.4,봉화
0,전국,2013-12-06,4.2,9.3,16,서귀포,-0.2,-6.6,파주
0,전국,2013-12-05,5.4,10.5,17.6,서귀포,-0.1,-6,봉화
0,전국,2013-12-04,4.6,11.6,16.4,서귀포,-0.2,-6.9,대관령
0,전국,2013-12-03,5,11,14.6,서귀포,0.4,-5.7,거창
0,전국,2013-12-02,4,9.5,15.4,서귀포,-1.1,-7.9,의성
0,전국,2013-12-01,4.5,10.8,15.6,서귀포,-0.2,-5.3,봉화
0,전국,2013-11-30,3.9,10.8,14.9,성산,-1.8,-8.6,제천
0,전국,2013-11-29,1.1,5.9,9.9,제주,-3.3,-13,철원
0,전국,2013-11-28,-1.3,2.2,8.2,고산,-4.5,-13.6,철원
0,전국,2013-11-27,1.8,6.4,14.9,서귀포,-2,-9.5,대관령
0,전국,2013-11-26,3.5,8,13.7,서귀포,-0.8,-7,대관령
0,전국,2013-11-25,7.5,12.7,17.9,양산시,3.3,-4.8,대관령
0,전국,2013-11-24,8.4,13.8,18.6,제주,2.3,-5.7,봉화
0,전국,2013-11-23,6.1,13.1,16.1,"동해,서귀포",0.6,-6.5,봉화
0,전국,2013-11-22,5,11.3,15.6,서귀포,-0.3,-7.3,제천
0,전국,2013-11-21,3.8,9.6,15.9,서귀포,-1.2,-7.8,"제천,봉화"
0,전국,2013-11-20,3.4,7.9,13.5,서귀포,-0.3,-6.5,대관령
0,전국,2013-11-19,3.5,6.8,11.5,서귀포,0.4,-7.6,대관령
0,전국,2013-11-18,3.2,6.5,11.8,서귀포,0.7,-5.2,대관령
0,전국,2013-11-17,7.1,11.2,16.3,고산,3,-3.1,대관령
0,전국,2013-11-16,7.2,14.7,18.3,서귀포,1.4,-5.5,대관령
0,전국,2013-11-15,8.3,14.8,20,서귀포,3.8,-2.6,봉화
0,전국,2013-11-14,6.5,11.5,17.9,서귀포,0.6,-4.8,봉화
0,전국,2013-11-13,4.7,12.3,16.1,서귀포,-1.2,-9.4,대관령
0,전국,2013-11-12,4.6,10.6,15.5,서귀포,-0.3,-8.4,대관령
0,전국,2013-11-11,4.9,9.4,15.6,서귀포,1.2,-5.6,봉화
0,전국,2013-11-10,9.3,15,23.8,부산,4.2,-1.8,대관령
0,전국,2013-11-09,11.9,16.6,23,제주,7.1,-0.1,"철원,대관령"
0,전국,2013-11-08,9.3,16,20.9,서귀포,3.6,-3.7,봉화
0,전국,2013-11-07,12.8,18.4,23.4,서귀포,6.7,-1.3,봉화
0,전국,2013-11-06,12.3,17.3,23.3,서귀포,7.5,-0.9,봉화
0,전국,2013-11-05,11.1,19.3,22.6,서귀포,5.3,-3,대관령
0,전국,2013-11-04,12,17.9,21.1,서귀포,7.6,-0.7,대관령
0,전국,2013-11-03,13.4,18.6,23.4,장흥,9.4,3.4,대관령
0,전국,2013-11-02,14.1,18.4,24.9,고산,10.2,3.1,대관령
0,전국,2013-11-01,14,21.2,24.4,전주,7.9,-0.3,대관령
0,전국,2013-10-31,12,19.8,22.8,서귀포,6.6,-0.9,대관령
0,전국,2013-10-30,11.9,17.9,22.6,서귀포,7.2,0.4,대관령
0,전국,2013-10-29,12.2,19.6,23.4,서귀포,5.4,-2.4,봉화
0,전국,2013-10-28,10.5,18.4,22.1,"부산,서귀포",4.3,-2.4,대관령
0,전국,2013-10-27,10.1,18.3,20.9,울산,3.9,-3.4,대관령
0,전국,2013-10-26,10,16.7,21.2,서귀포,4.7,-1.1,제천
0,전국,2013-10-25,10.9,17,23.5,서귀포,6.4,-2,대관령
0,전국,2013-10-24,14.1,20.5,24.8,서귀포,9.2,2,봉화
0,전국,2013-10-23,15.4,21.8,24.3,전주,10.6,4.4,대관령
0,전국,2013-10-22,15.1,21,24.7,전주,9.7,4.1,봉화
0,전국,2013-10-21,14.9,21.2,24.2,김해시,10.1,4.8,봉화
0,전국,2013-10-20,15.9,22.7,25.9,김해시,11,5.9,제천
0,전국,2013-10-19,14.3,20.5,23.8,김해시,8.6,2.7,대관령
0,전국,2013-10-18,13,20.6,23.6,김해시,6.8,-1.7,대관령
0,전국,2013-10-17,11.1,18.3,21.7,"서귀포,김해시",5.3,-2.6,대관령
0,전국,2013-10-16,11.1,17,21,서귀포,6.3,-0.9,대관령
0,전국,2013-10-15,14.4,19.6,26.3,김해시,10.5,3.6,대관령
0,전국,2013-10-14,17.3,25.2,27.2,"전주,양산시",11,2.9,대관령
0,전국,2013-10-13,15.8,23.8,26.8,전주,9.3,2.9,봉화
0,전국,2013-10-12,15.5,22.3,26.6,서귀포,9.9,4.6,"철원,봉화"
0,전국,2013-10-11,18.8,23.6,29.4,서귀포,13.1,8,"파주,장수"
0,전국,2013-10-10,19.9,23.9,28.3,성산,16.5,8.3,태백
0,전국,2013-10-09,20,24.7,28.2,전주,16.8,10.8,대관령
0,전국,2013-10-08,20.3,22,26.7,서귀포,18.5,13,대관령
0,전국,2013-10-07,22.5,26.9,29.8,"부산,밀양",19.5,14.5,대관령
0,전국,2013-10-06,20.9,24.7,30.3,고산,16.9,6.1,철원
0,전국,2013-10-05,18.5,25.6,28.6,인제,11.2,0.3,대관령
0,전국,2013-10-04,16.2,24.6,27.1,전주,9.2,1.4,대관령
0,전국,2013-10-03,16.1,22.8,26.7,서귀포,10.7,5.3,철원
0,전국,2013-10-02,19.4,24.4,27.9,서귀포,14.7,8.8,철원
0,전국,2013-10-01,20.8,26.5,29.8,광주,16.7,11.1,봉화
0,전국,2013-09-30,20.9,25.9,29.2,서귀포,18,13.2,봉화
0,전국,2013-09-29,18.8,20.6,27,양산시,17.1,10.6,대관령
0,전국,2013-09-28,18.2,22,28.6,제주,15,7.2,대관령
0,전국,2013-09-27,17.2,24.6,27.5,서귀포,10.3,4,장수
0,전국,2013-09-26,17.1,23.4,26.5,밀양,12,5.8,장수
0,전국,2013-09-25,19.6,24.2,27.5,서귀포,16.2,10,파주
0,전국,2013-09-24,21.8,26.3,32.1,밀양,17.8,12.3,태백
0,전국,2013-09-23,22.1,28,31.8,전주,17.2,9.8,대관령
0,전국,2013-09-22,22.2,27.4,31.7,"전주,김해시",18.5,10.9,대관령
0,전국,2013-09-21,22.9,29.5,32.1,"김해시,경주시",18,12,태백
0,전국,2013-09-20,22.4,29.2,31.7,"김해시,양산시",17.3,11.3,태백
0,전국,2013-09-19,22.4,28.6,32,전주,17.3,8.8,대관령
0,전국,2013-09-18,22.5,30.1,33.4,전주,16.3,9.9,대관령
0,전국,2013-09-17,21,28.9,31.1,"순창군,밀양",14.4,8.4,대관령
0,전국,2013-09-16,20.4,27.1,30.6,서귀포,15.2,7.7,대관령
0,전국,2013-09-15,22.7,28.9,33.4,서귀포,18.1,10.1,대관령
0,전국,2013-09-14,22.4,25.6,31.3,울산,20.1,14.5,대관령
0,전국,2013-09-13,24.2,28.7,33.8,영덕,20.7,17.1,장수
0,전국,2013-09-12,22.5,25.6,30.3,서귀포,20.4,16.5,태백
0,전국,2013-09-11,22.3,25.5,30,김해시,19.9,15.7,대관령
0,전국,2013-09-10,22.5,27.4,31.4,밀양,18.3,12.4,대관령
0,전국,2013-09-09,21.7,27.7,30.7,밀양,16.7,9.9,대관령
0,전국,2013-09-08,21.4,27.9,30.1,대구,16.7,9,대관령
0,전국,2013-09-07,20.5,25.5,28.4,파주,17,11.3,대관령
0,전국,2013-09-06,19.2,21.8,25.1,서귀포,17.5,12,대관령
0,전국,2013-09-05,20.1,24.4,28.9,서귀포,15.4,6.8,대관령
0,전국,2013-09-04,20.6,27.1,29.7,완도,14.7,8.2,대관령
0,전국,2013-09-03,20.2,24.4,28.4,수원,16.5,9.3,대관령
0,전국,2013-09-02,22.1,27.9,31.3,밀양,17.4,12.2,대관령
0,전국,2013-09-01,22.9,28.3,31.1,완도,18.8,12.3,대관령
0,전국,2013-08-31,23.3,28.1,30.4,합천,19.7,14.5,대관령
0,전국,2013-08-30,25.1,29.6,32,안동,22.1,18,대관령
0,전국,2013-08-29,25.5,29.7,33.9,제주,21.7,16.2,대관령
0,전국,2013-08-28,25.4,30.7,33,대구,21.1,15.9,태백
0,전국,2013-08-27,25.1,31,34.5,완도,20,13.8,대관령
0,전국,2013-08-26,24.9,30.9,32.7,파주,20.6,14.1,봉화
0,전국,2013-08-25,24.9,30.6,33.7,파주,20.7,13,대관령
0,전국,2013-08-24,24.7,28.2,33.1,이천,21.9,14.6,대관령
0,전국,2013-08-23,25.4,28,34.4,제주,23.6,18.7,대관령
0,전국,2013-08-22,27.8,33,36.3,영광군,24.5,19.7,대관령
0,전국,2013-08-21,27.5,32.4,37.8,전주,23.6,19.2,대관령
0,전국,2013-08-20,27.6,33.5,36.9,"완도,밀양",23.1,15.1,대관령
0,전국,2013-08-19,28.4,34.1,38.4,밀양,23.9,19.3,봉화
0,전국,2013-08-18,28.7,34.1,37.6,경주시,24.4,17.8,봉화
0,전국,2013-08-17,28.4,33.5,37,밀양,24.3,18.7,봉화
0,전국,2013-08-16,28.4,34,37.2,울진,24.1,19.6,장수
0,전국,2013-08-15,28.4,33.8,37.6,영덕,23.6,18.4,봉화
0,전국,2013-08-14,28.2,33.7,37.4,경주시,23.8,18.5,"태백,봉화"
0,전국,2013-08-13,28.4,33.9,37.6,경주시,24.2,19,봉화
0,전국,2013-08-12,28.9,34.5,38.1,밀양,24.6,19.1,대관령
0,전국,2013-08-11,28.8,34.7,38.6,광양시,24.3,17.7,대관령
0,전국,2013-08-10,28.4,33.8,39.2,김해시,24.6,19.5,봉화
0,전국,2013-08-09,29.9,34.6,38.4,울산,25.9,21.8,봉화
0,전국,2013-08-08,29.7,34.6,38.8,울산,25.9,21.6,장수
0,전국,2013-08-07,28.9,34.3,37.6,전주,24.3,19.9,봉화
0,전국,2013-08-06,27.6,32.9,36.9,울산,23.7,20.5,봉화
0,전국,2013-08-05,27.6,32.2,35.5,영덕,24.1,19.5,대관령
0,전국,2013-08-04,27.4,32.1,35.6,울산,24.6,20,대관령
0,전국,2013-08-03,27.2,31.9,35.8,동해,24.5,20.8,대관령
0,전국,2013-08-02,27,30.6,35.4,제주,24.6,19.8,대관령
0,전국,2013-08-01,27.2,32.2,36.1,밀양,23.8,18.3,태백
0,전국,2013-07-31,27,31,34.5,완도,24.1,20.1,"대관령,태백"
0,전국,2013-07-30,26.3,31.3,36.3,제주,23.2,17.1,태백
0,전국,2013-07-29,27.4,31.6,36.6,포항,24.2,19.3,태백
0,전국,2013-07-28,26,28.9,33.6,영광군,23.6,19.7,대관령
0,전국,2013-07-27,26.5,31.8,35.7,밀양,22.2,16.7,장수
0,전국,2013-07-26,27,32.4,36.1,밀양,22.6,17.5,봉화
0,전국,2013-07-25,26.7,31.7,35.9,밀양,22.6,18.8,봉화
0,전국,2013-07-24,26.7,30.1,34.6,포항,23.8,20.4,"대관령,봉화"
0,전국,2013-07-23,26.3,28.4,35.4,제주,24.5,20.9,대관령
0,전국,2013-07-22,27.3,31.6,35.9,대구,24.5,20.4,대관령
0,전국,2013-07-21,27.2,31,34.6,"포항,영덕",24.2,20.4,청송군
0,전국,2013-07-20,27.4,32.2,35.7,함양군,23.4,19.3,장수
0,전국,2013-07-19,26.6,31.8,35.9,"대구,전주",22.4,17.8,장수
0,전국,2013-07-18,26.4,30.8,35.2,대구,23.2,19.3,대관령
0,전국,2013-07-17,26.4,29.8,34.2,포항,23.8,20.2,대관령
0,전국,2013-07-16,27.3,31.5,34.5,"북강릉,동해",23.2,17.2,정선군
0,전국,2013-07-15,26,29.7,35.1,함양군,23.4,17.2,정선군
0,전국,2013-07-14,25.9,29.6,34.1,대구,23.3,19.3,대관령
0,전국,2013-07-13,26.2,30.3,35.1,함양군,23.5,18.6,대관령
0,전국,2013-07-12,26,29.1,33.6,"울산,밀양",23.3,19.2,대관령
0,전국,2013-07-11,26.8,30.7,36.1,포항,23.6,19.7,울진
0,전국,2013-07-10,26.9,30.8,36.1,포항,23.9,21.1,대관령
0,전국,2013-07-09,27,30.7,35.3,동해,24.4,18.5,울진
0,전국,2013-07-08,26.1,29,34.5,영덕,23.5,17.7,울진
0,전국,2013-07-07,24.4,27.3,31.7,"제주,인제",22.2,17,태백
0,전국,2013-07-06,25,29.9,33.7,함양군,21.8,17.5,백령도
0,전국,2013-07-05,23.8,26.3,32.1,강릉,21.9,17.6,"대관령,태백"
0,전국,2013-07-04,25.2,27.9,32.2,강릉,22.8,18.9,대관령
0,전국,2013-07-03,25.7,29.6,34.3,동해,22.4,17.3,울진
0,전국,2013-07-02,25.7,29.4,35.4,제주,22.3,15.2,울진
0,전국,2013-07-01,25.4,30.6,33.3,"대구,정읍",21.1,15.4,대관령
0,전국,2013-06-30,25.1,30.6,34,파주,20,15,대관령
0,전국,2013-06-29,24.5,30.3,33.3,"동두천,전주",19.5,13.8,대관령
0,전국,2013-06-28,23.6,29,31.7,천안,20.1,15.7,대관령
0,전국,2013-06-27,23.3,28.3,31.8,"서울,청주",19.5,14.3,대관령
0,전국,2013-06-26,23.3,28.9,31.7,홍천,19.6,16.4,대관령
0,전국,2013-06-25,22.6,27.2,31.2,"원주,홍천",19.4,15,봉화
0,전국,2013-06-24,22.9,28.3,31.1,파주,18.4,13.8,태백
0,전국,2013-06-23,21.6,24.8,27.8,경주시,19.5,14.8,대관령
0,전국,2013-06-22,23.2,27.9,31.8,전주,20,14.8,대관령
0,전국,2013-06-21,23.8,28.1,33.1,파주,20.8,16.2,대관령
0,전국,2013-06-20,24.4,30,33.4,대구,20.1,14.4,대관령
0,전국,2013-06-19,23.4,28.2,31.9,전주,20.3,13.3,대관령
0,전국,2013-06-18,22.6,24.5,30.8,제주,21.5,16.8,백령도
0,전국,2013-06-17,24,28.6,32.5,"김해시,밀양",20,15.4,봉화
0,전국,2013-06-16,24.2,30.1,34.4,대구,19.2,15.8,대관령
0,전국,2013-06-15,24,29.2,33.6,대구,20,15.5,태백
0,전국,2013-06-14,22.2,25.4,31.1,파주,19.9,15.4,대관령
0,전국,2013-06-13,22.3,26.5,29.4,밀양,19.3,15,백령도
0,전국,2013-06-12,20.7,23.5,29.9,경주시,18.9,14.3,대관령
0,전국,2013-06-11,21,24.7,29.8,전주,18.5,6.5,대관령
0,전국,2013-06-10,22.6,27.9,33.7,동두천,17.2,5.9,대관령
0,전국,2013-06-09,22.5,27.8,34.3,동두천,17.7,7.2,대관령
0,전국,2013-06-08,22.1,27.1,32.8,파주,17.6,9.1,대관령
0,전국,2013-06-07,22.2,28.1,33.1,전주,17.8,9.7,대관령
0,전국,2013-06-06,22.2,28.5,32.3,순창군,17.4,12.3,대관령
0,전국,2013-06-05,22.3,28.9,32.4,정읍,16.4,10.1,대관령
0,전국,2013-06-04,21.8,28.6,31.7,순창군,15.4,10,대관령
0,전국,2013-06-03,20.1,26.6,30.5,순창군,14.2,5.8,대관령
0,전국,2013-06-02,19.9,26.9,31.7,동두천,13.6,6,대관령
0,전국,2013-06-01,19.6,25.3,29.4,홍천,15.4,9.7,대관령
0,전국,2013-05-31,19.6,26.3,30.7,강릉,13.2,5.4,대관령
0,전국,2013-05-30,19.8,26.5,30.1,동해,14.5,9,대관령
0,전국,2013-05-29,18.5,21.3,27.6,동해,15.9,11.4,대관령
0,전국,2013-05-28,19.5,22.1,25.4,제주,17.3,12,백령도
0,전국,2013-05-27,19.5,22.2,26.9,김해시,17.6,13.4,대관령
0,전국,2013-05-26,21.8,27,31.4,의성,16.9,12,청송군
0,전국,2013-05-25,21.5,28.6,32.8,동두천,15.7,11.1,백령도
0,전국,2013-05-24,21.7,30.1,34.5,합천,14.2,9.6,대관령
0,전국,2013-05-23,20.7,28.5,32.4,동두천,14.1,8.1,대관령
0,전국,2013-05-22,19.9,27.6,31.1,대구,12.1,6.1,봉화
0,전국,2013-05-21,17.9,26.1,30,대구,9.7,4.6,"대관령,장수,봉화"
0,전국,2013-05-20,16.9,21.9,28,합천,12.4,7.3,강화
0,전국,2013-05-19,16.5,19.9,25.3,의령군,14.1,9.1,백령도
0,전국,2013-05-18,17.7,24,28.1,전주,11,6.1,봉화
0,전국,2013-05-17,16.9,23.6,28.5,정읍,10.9,0.8,대관령
0,전국,2013-05-16,17.8,23.5,30.3,정읍,12.7,4.2,대관령
0,전국,2013-05-15,18.9,25.3,29.6,합천,13.8,7.1,대관령
0,전국,2013-05-14,18.9,26,31.4,경주시,11.8,6.9,봉화
0,전국,2013-05-13,20.2,28.1,33.1,대구,13.4,8.5,봉화
0,전국,2013-05-12,20.2,26.7,31.6,"포항,영덕",13,6.1,봉화
0,전국,2013-05-11,18.1,25.5,28.8,밀양,11.9,7.5,백령도
0,전국,2013-05-10,15.6,19.5,26.1,서귀포,12.8,8,"백령도,봉화"
0,전국,2013-05-09,18,24.4,30.3,영덕,11.5,5.8,봉화
0,전국,2013-05-08,17.5,26.4,29.3,의성,8.8,3.5,청송군
0,전국,2013-05-07,16.1,23.1,28.7,동두천,9.7,5.3,임실
0,전국,2013-05-06,16.8,25.1,30.2,"김해시,합천",8.9,2.5,임실
0,전국,2013-05-05,15.6,23.6,28.6,합천,7.6,2,임실
0,전국,2013-05-04,14,20.5,25.3,김해시,8.7,3.6,봉화
0,전국,2013-05-03,12.5,19.2,22.7,합천,6.3,0.6,대관령
0,전국,2013-05-02,11.8,17.9,21.2,합천,6.7,1.7,대관령
0,전국,2013-05-01,11.6,17,20.9,광주,6.8,0.8,장수
0,전국,2013-04-30,13.2,21,24.9,대구,6.2,-0.1,봉화
0,전국,2013-04-29,14.6,19.1,24.8,제주,9.4,3.2,임실
0,전국,2013-04-28,15.2,22.1,25.3,정읍,7.1,-1.3,대관령
0,전국,2013-04-27,11.6,19.1,22.2,김해시,4.9,-0.5,임실
0,전국,2013-04-26,11.4,17.3,19.7,"부산,서귀포,남해",6.4,1.4,남원
0,전국,2013-04-25,10.8,16.4,23.7,울산,6.6,1.7,청송군
0,전국,2013-04-24,13.6,19.4,23.4,부산,8.9,4.3,임실
0,전국,2013-04-23,10.9,14,19,속초,8.6,4.8,백령도
0,전국,2013-04-22,11.3,18.9,21.4,"합천,밀양",2.3,-4.2,대관령
0,전국,2013-04-21,8.8,15.2,17.7,"동두천,광양시",3.1,-1.5,대관령
0,전국,2013-04-20,5.8,8.5,13.5,서귀포,3.5,-1.1,대관령
0,전국,2013-04-19,9.4,15.3,18.7,"광주,남원,순창군",3.7,-3.8,대관령
0,전국,2013-04-18,11.8,18,23.2,밀양,7.3,0.5,대관령
0,전국,2013-04-17,12.1,17.3,24.6,광주,9.2,0.4,대관령
0,전국,2013-04-16,15.6,24.5,31.3,영덕,5.8,-1.4,봉화
0,전국,2013-04-15,7.9,14,26.4,제주,0.9,-3.5,"대관령,제천,임실"
0,전국,2013-04-14,11.4,17.5,23.3,포항,4.3,-1.4,임실
0,전국,2013-04-13,11.8,19.8,22.6,전주,1.1,-5.3,봉화
0,전국,2013-04-12,6.9,12.9,16.9,서귀포,0.8,-4.9,봉화
0,전국,2013-04-11,7,12.1,15.3,"창원,서귀포,밀양,거제",1.8,-2.9,대관령
0,전국,2013-04-10,5.5,10,12.8,서귀포,1.2,-3.2,철원
