지역번호,지역명,일시,평균기온(℃),평균최고기온(℃),최고기온(℃),최고기온관측지점,평균최저기온(℃),최저기온(℃),최저기온관측지점
0,전국,2023-10-22,11.5,18.7,22,강릉,4.2,-1.8,정선군
0,전국,2023-10-21,10.1,17.1,21.1,서귀포,4.3,-1.8,정선군
0,전국,2023-10-20,12.6,16.7,20.9,고산,8.3,1.7,대관령
0,전국,2023-10-19,15.7,20.3,26.5,성산,11.2,5.1,정선군
0,전국,2023-10-18,14.3,22.8,26.7,강릉,6.7,-0.9,대관령
0,전국,2023-10-17,12.9,20.9,25.1,광양시,6.7,-1.7,대관령
0,전국,2023-10-16,14.7,20.6,24.5,서귀포,9.4,2.5,대관령
0,전국,2023-10-15,15.4,21.2,24.5,양산시,11,5.3,대관령
0,전국,2023-10-14,15.2,21.2,26.5,김해시,11.2,4.9,대관령
0,전국,2023-10-13,16.3,22.2,25.4,양산시,11.9,5.6,대관령
0,전국,2023-10-12,15.6,23.1,25.7,"전주,김해시",9.5,1.5,대관령
0,전국,2023-10-11,15.7,23,25.5,정읍,10.4,2,대관령
0,전국,2023-10-10,16.2,22.3,25.5,김해시,11.8,5.3,대관령
0,전국,2023-10-09,16.8,21.8,25.3,"서귀포,광양시",12.9,5,대관령
0,전국,2023-10-08,16.7,20.6,24.5,고산,13.7,6.6,대관령
0,전국,2023-10-07,15.9,20.8,24.2,"김해시,양산시",11,1.7,대관령
0,전국,2023-10-06,14.6,21.1,24.6,김해시,9,-0.7,대관령
0,전국,2023-10-05,15,19.8,24.1,서귀포,10.8,3,대관령
0,전국,2023-10-04,17.5,23.8,27.3,양산시,11.8,5.2,태백
0,전국,2023-10-03,15.6,20.6,24.3,성산,11.7,2.7,대관령
0,전국,2023-10-02,16.4,23.8,27,양산시,10.7,2,대관령
0,전국,2023-10-01,17.7,23.6,26.6,양산시,12.7,5.3,대관령
0,전국,2023-09-30,18.8,23.4,26.7,강릉,15.3,11.3,태백
0,전국,2023-09-29,20.3,25.7,30.6,양산시,16.4,10.9,태백
0,전국,2023-09-28,22.2,27.2,30.5,의령군,18.4,14.2,태백
0,전국,2023-09-27,21.9,24.9,30.9,양산시,20,16.3,대관령
0,전국,2023-09-26,20.9,22.6,29.8,고흥,19.4,14.8,대관령
0,전국,2023-09-25,21.1,25.8,29.1,부산,17.5,11.8,대관령
0,전국,2023-09-24,20.3,25.3,28.3,김해시,15.7,11.5,"북춘천,대관령"
0,전국,2023-09-23,19.6,25.3,27.8,김해시,14.7,6.4,대관령
0,전국,2023-09-22,19.4,25.2,28.7,"강진군,함양군",15.3,6.4,대관령
0,전국,2023-09-21,19.5,22.9,29.1,서귀포,17,9,대관령
0,전국,2023-09-20,21.5,24,31.7,제주,19.4,13.8,대관령
0,전국,2023-09-19,23.4,28.1,31.9,"강릉,양산시",19.9,15.6,대관령
0,전국,2023-09-18,24.4,29.4,32.8,대구,21.1,17.2,태백
0,전국,2023-09-17,24,27.8,30.6,해남,21.6,18.2,대관령
0,전국,2023-09-16,23.1,26.2,31.2,성산,21.5,17.7,대관령
0,전국,2023-09-15,22.4,24.7,31.6,성산,20.8,16.2,대관령
0,전국,2023-09-14,22.1,24.9,28,서귀포,19.9,15.6,대관령
0,전국,2023-09-13,22.2,25,32.4,제주,20.2,15.3,대관령
0,전국,2023-09-12,24.3,29.6,32.2,"정선군,양산시",20.4,15.5,대관령
0,전국,2023-09-11,24.1,29.6,32.7,경주시,19.7,14,대관령
0,전국,2023-09-10,23.4,29.4,33.2,정선군,18.5,10.3,대관령
0,전국,2023-09-09,22.9,29.4,32.4,정선군,17.3,8,대관령
0,전국,2023-09-08,22.6,28.7,31.5,김해시,17.2,10.6,대관령
0,전국,2023-09-07,23.6,29.5,31.7,보령,18.5,11.7,대관령
0,전국,2023-09-06,25,30.4,32.9,강진군,20.6,14.1,대관령
0,전국,2023-09-05,25.7,30.5,33.4,순창군,22.1,15.5,대관령
0,전국,2023-09-04,25.8,30.5,33.3,김해시,22.5,16.7,대관령
0,전국,2023-09-03,25.3,30.1,33.4,밀양,21.9,17.2,대관령
0,전국,2023-09-02,23.6,28.8,31.9,청주,19.1,10.6,대관령
0,전국,2023-09-01,23.3,29,32.6,"강진군,장흥",19.3,11.1,대관령
0,전국,2023-08-31,23.3,27.8,32.4,양산시,20.2,13.6,대관령
0,전국,2023-08-30,22.8,24.9,29.8,울릉도,21.1,16.3,대관령
0,전국,2023-08-29,25.1,28.2,32.7,제주,22.7,19.2,대관령
0,전국,2023-08-28,24.9,27.7,33.7,제주,22.3,16.7,대관령
0,전국,2023-08-27,25.2,30,33.9,의령군,20.8,13.8,대관령
0,전국,2023-08-26,25,30.6,34.2,의령군,20.7,15.3,태백
0,전국,2023-08-25,25.7,30.5,33.8,의령군,21.9,17.6,태백
0,전국,2023-08-24,24.6,27.7,31.7,의령군,22.7,17.3,대관령
0,전국,2023-08-23,26.1,30.7,35.2,경주시,23.2,17.3,대관령
0,전국,2023-08-22,27.5,32.1,35.5,강릉,24.3,20.5,"태백,장수"
0,전국,2023-08-21,27.7,32.6,34.9,청주,24,18.5,대관령
0,전국,2023-08-20,27.2,32.2,35.1,"양산시,의령군",24,19,대관령
0,전국,2023-08-19,27,31.5,34.9,"영월,정선군",23.9,18.2,대관령
0,전국,2023-08-18,26.4,31.2,35.7,정선군,23,15.5,대관령
0,전국,2023-08-17,25.9,30.3,33.5,해남,22.6,16.8,대관령
0,전국,2023-08-16,26.3,31,34.1,강진군,22.9,17.6,태백
0,전국,2023-08-15,26.6,31.5,34.7,함양군,22.9,18,대관령
0,전국,2023-08-14,26.8,31.8,34.7,청주,23.1,18,대관령
0,전국,2023-08-13,26,30.8,34.1,양산시,22.2,18.3,태백
0,전국,2023-08-12,25,29.1,33.9,북창원,22,18.6,"대관령,태백"
0,전국,2023-08-11,25.4,29.7,34.1,제주,21.7,18.2,대관령
0,전국,2023-08-10,23,25,32.8,서귀포,21.6,18,대관령
0,전국,2023-08-09,25.6,28.6,32.5,인천,23.4,17.6,대관령
0,전국,2023-08-08,28.3,33.1,36.8,순창군,24.3,17.7,대관령
0,전국,2023-08-07,28.4,33.7,37,남원,24.8,19,대관령
0,전국,2023-08-06,28.7,34,37.1,의성,24.7,19.7,대관령
0,전국,2023-08-05,29.2,34.7,37.8,밀양,24.4,20.8,"대관령,태백"
0,전국,2023-08-04,28.8,34,37.4,양산시,24.5,21,대관령
0,전국,2023-08-03,28.7,34.1,38.4,강릉,23.9,20.2,대관령
0,전국,2023-08-02,28.3,33.7,37.8,강릉,23.9,19.6,태백
0,전국,2023-08-01,28.1,33.5,35.9,정선군,23.6,17.5,대관령
0,전국,2023-07-31,27.7,32.9,36.3,"정선군,양산시",23.6,19.1,대관령
0,전국,2023-07-30,27.8,33.3,36.2,정선군,23.5,17.7,대관령
0,전국,2023-07-29,28.2,33.6,36.8,경주시,23.8,18.7,대관령
0,전국,2023-07-28,27.8,32.9,37.3,강릉,23.7,19.7,태백
0,전국,2023-07-27,27.2,32.5,35.7,경주시,23,19.2,태백
0,전국,2023-07-26,26.2,31.4,36,강릉,23.3,20.2,대관령
0,전국,2023-07-25,26.1,30.2,34.8,강릉,23.5,20.5,태백
0,전국,2023-07-24,25.7,29.5,33.4,강릉,23.5,20.5,태백
0,전국,2023-07-23,25.6,27.8,31.8,제주,24,21.2,대관령
0,전국,2023-07-22,25,28.8,33.7,인제,21.6,16.7,대관령
0,전국,2023-07-21,26.1,31.6,35.4,전주,21.9,17,대관령
0,전국,2023-07-20,25.5,30.7,34.3,의령군,21.5,16.1,태백
0,전국,2023-07-19,25,29.9,33.9,정선군,21.3,16.3,대관령
0,전국,2023-07-18,23.7,25.6,30.9,제주,22.3,17.7,대관령
0,전국,2023-07-17,25.3,29.8,33.5,경주시,22.8,20,대관령
0,전국,2023-07-16,24,27.2,32.1,제주,21.9,19.5,대관령
0,전국,2023-07-15,24.5,26.6,33.5,제주,22.2,18.4,울진
0,전국,2023-07-14,24.9,26.3,32.9,제주,23.7,19.2,울진
0,전국,2023-07-13,25.1,26.7,32.5,제주,23.7,19.6,대관령
0,전국,2023-07-12,25.4,29.3,35.1,제주,22.4,18.2,대관령
0,전국,2023-07-11,24.1,27.4,33.6,제주,22,17.2,대관령
0,전국,2023-07-10,26.2,30.6,37.3,제주,22.6,18.9,태백
0,전국,2023-07-09,25,28.7,33,제주,22.1,17.6,대관령
0,전국,2023-07-08,23.7,28,32,정선군,20.1,11.1,대관령
0,전국,2023-07-07,22.6,26.4,33.3,철원,19.7,13.8,대관령
0,전국,2023-07-06,25.7,31.4,34.9,울진,20.6,16.3,장수
0,전국,2023-07-05,24.9,28.9,33.6,양산시,21.5,18.6,대관령
0,전국,2023-07-04,24.1,27,32.7,홍천,22.3,17.5,대관령
0,전국,2023-07-03,25.9,30.9,34.9,"서울,청주",22.1,17.4,태백
0,전국,2023-07-02,25.8,31.1,34.3,경주시,21.8,18.1,태백
0,전국,2023-07-01,25.1,30.3,34.5,정선군,21.6,15.8,대관령
0,전국,2023-06-30,23.6,26.4,30.8,북춘천,21.9,16.7,대관령
0,전국,2023-06-29,24.1,26.2,31.4,제주,22.4,19.4,"백령도,인제,봉화"
0,전국,2023-06-28,24,28,34.3,속초,20.1,17.7,추풍령
0,전국,2023-06-27,25.1,29.4,33.8,대구,21.4,18.9,"백령도,산청"
0,전국,2023-06-26,23.2,25.7,31,제주,20.5,15,대관령
0,전국,2023-06-25,23.8,28.8,34,인제,19.4,13.6,대관령
0,전국,2023-06-24,23.8,29.5,33.5,대전,18.8,10.3,대관령
0,전국,2023-06-23,23.2,28.9,32.7,순창군,18.2,12.3,대관령
0,전국,2023-06-22,22,26.7,30.2,의령군,18.5,13.1,대관령
0,전국,2023-06-21,20.6,23.1,27.3,서귀포,18.7,13.1,대관령
0,전국,2023-06-20,22.4,26.5,31.7,양산시,18.8,12.2,태백
0,전국,2023-06-19,24.6,31.1,35.4,전주,18.7,14.6,대관령
0,전국,2023-06-18,24.6,31.1,34.5,함양군,19.3,15.1,대관령
0,전국,2023-06-17,24.2,31,35,경주시,17.7,14.1,진도군
0,전국,2023-06-16,22.9,29.7,33,함양군,16.3,12.2,태백
0,전국,2023-06-15,20.5,26.3,29.7,보성군,15.8,10.9,태백
0,전국,2023-06-14,20.4,26.7,30.1,밀양,16,9.1,대관령
0,전국,2023-06-13,21.6,27.1,30.4,대구,17.5,12.3,대관령
0,전국,2023-06-12,21.8,27.4,31.3,함양군,17.8,11.3,대관령
0,전국,2023-06-11,21.7,27.4,30.7,광주,17.9,11.3,대관령
0,전국,2023-06-10,21.8,28.5,32.6,정읍,17.3,10.8,대관령
0,전국,2023-06-09,21.9,27.8,31.5,함양군,17,11.3,대관령
0,전국,2023-06-08,21.5,26.9,31.8,강릉,17.6,14.1,태백
0,전국,2023-06-07,21.2,26.4,30,밀양,16.3,11.4,장수
0,전국,2023-06-06,20.6,26.4,30.1,"강릉,대구",15.9,11.6,대관령
0,전국,2023-06-05,21.1,26.3,31.4,강릉,16,7.5,대관령
0,전국,2023-06-04,21.4,27.8,31.6,강릉,14.8,7.4,대관령
0,전국,2023-06-03,21.1,27.3,31,강릉,15.1,9.6,대관령
0,전국,2023-06-02,21.4,27.1,33.5,양산시,17.2,13.1,대관령
0,전국,2023-06-01,19.5,23.4,29.3,강릉,15.5,9.2,청송군
0,전국,2023-05-31,20.3,26.2,29.2,"전주,순창군",15,5.1,대관령
0,전국,2023-05-30,20.2,24.3,29,전주,17,7.5,대관령
0,전국,2023-05-29,20.5,23.1,29.9,제주,18.4,11.3,대관령
0,전국,2023-05-28,20.2,21.8,26.9,제주,18.5,14.3,대관령
0,전국,2023-05-27,20.5,23.9,28.7,경주시,17.6,10.5,대관령
0,전국,2023-05-26,20.3,25.4,28.2,대구,15.2,10.5,대관령
0,전국,2023-05-25,19.6,25.8,29,영월,13.9,7.3,대관령
0,전국,2023-05-24,18,24.8,28.3,"강릉,영월",10.6,0.8,대관령
0,전국,2023-05-23,17.2,24.5,27.3,대구,10.6,0.6,대관령
0,전국,2023-05-22,16.9,21.5,26.8,서울,13.1,4,대관령
0,전국,2023-05-21,19.1,24.3,30.6,"합천,밀양",15.1,11.7,장수
0,전국,2023-05-20,19.2,25.8,28.8,"상주,대구",12.9,6.7,대관령
0,전국,2023-05-19,18.8,23.4,27.8,서울,14.5,8.3,대관령
0,전국,2023-05-18,18.4,22.1,27.7,동두천,15.9,11.3,태백
0,전국,2023-05-17,22.1,29.2,34.3,동해,14.5,8.9,봉화
0,전국,2023-05-16,22.1,30.4,35.5,강릉,14.1,9.3,정선군
0,전국,2023-05-15,18.9,26.7,29.6,대구,10.5,4.2,대관령
0,전국,2023-05-14,17.1,24,27.8,대구,10.7,7.2,"대관령,태백"
0,전국,2023-05-13,16.6,22.2,26,안동,11.7,4.5,대관령
0,전국,2023-05-12,16.9,23.5,27.7,양산시,10.2,4.4,청송군
0,전국,2023-05-11,16.9,24.3,27.8,광주,9.8,3.8,청송군
0,전국,2023-05-10,16.9,25,28,의령군,9.2,2.5,대관령
0,전국,2023-05-09,15.8,24.4,30.2,강릉,6.7,0.7,청송군
0,전국,2023-05-08,13.2,21.1,24.2,영월,5.1,-2.3,대관령
0,전국,2023-05-07,11.5,14.6,19.5,파주,7.7,-0.5,대관령
0,전국,2023-05-06,13.8,18,22.7,제주,11.4,4.2,대관령
0,전국,2023-05-05,18.4,20.6,26.2,제주,15.7,8,대관령
0,전국,2023-05-04,18.4,22.9,28.1,영월,14.1,7.5,대관령
0,전국,2023-05-03,17.5,24,28.2,강릉,10.5,6,파주
0,전국,2023-05-02,15.4,23.9,27.1,광주,6.1,-1.4,대관령
0,전국,2023-05-01,14.2,20.9,24.7,양산시,8.2,2.7,대관령
0,전국,2023-04-30,13.7,19.9,23.9,경주시,7.1,3.2,장수
0,전국,2023-04-29,14.4,18.6,24,포항,10,4.5,대관령
0,전국,2023-04-28,15.8,22.6,26.8,강릉,6.5,2.2,파주
0,전국,2023-04-27,12.1,20.8,24.4,대구,2.8,-2.6,대관령
0,전국,2023-04-26,10,15.6,21.2,양산시,5,-0.6,대관령
0,전국,2023-04-25,9.3,11.5,16.2,강릉,6.7,-0.4,대관령
0,전국,2023-04-24,13,17.3,22.3,동두천,8.9,1.8,태백
0,전국,2023-04-23,13.6,19.2,23.5,동두천,7.9,-1.8,대관령
0,전국,2023-04-22,14.4,20.1,24.7,전주,9.2,0.6,대관령
0,전국,2023-04-21,15.9,21.5,26.4,산청,11.3,3.6,태백
0,전국,2023-04-20,18.8,24.9,29.8,경주시,13.5,8.2,속초
0,전국,2023-04-19,17.4,23.6,30,영월,12.3,1.5,태백
0,전국,2023-04-18,14.6,17.9,28.6,제주,11.3,5.2,대관령
0,전국,2023-04-17,12.2,19.2,23.3,광주,3.9,-0.4,대관령
0,전국,2023-04-16,10.2,16.3,19.8,"양산시,밀양",6.1,0.4,대관령
0,전국,2023-04-15,12,16.8,20.9,진주,7.9,2,대관령
0,전국,2023-04-14,13.9,19.9,26,영월,7.8,1.8,장수
0,전국,2023-04-13,12.6,21.4,25.7,포항,3.2,-2.1,"제천,청송군"
0,전국,2023-04-12,11.4,17.7,22.4,양산시,5.3,0.3,파주
0,전국,2023-04-11,14.8,20.6,25.4,의성,8.5,3.1,청송군
0,전국,2023-04-10,12.6,20.4,24.3,"강릉,상주",3.6,-2,청송군
0,전국,2023-04-09,10.4,18.6,22.8,강릉,1.8,-3.2,장수
0,전국,2023-04-08,8.4,15.1,18.1,강릉,1.4,-2.6,"제천,장수"
0,전국,2023-04-07,9.7,15.9,20.5,김해시,4.9,0.2,대관령
0,전국,2023-04-06,10.3,12.9,20.8,경주시,8.3,4.4,대관령
0,전국,2023-04-05,13.4,16.1,21.5,제주,10.4,7.4,대관령
0,전국,2023-04-04,14.6,20.6,25.2,영월,8.8,-0.3,대관령
0,전국,2023-04-03,14.4,22.1,26.6,영월,6.1,-2.8,대관령
0,전국,2023-04-02,14.4,21.7,26.2,동두천,6.6,-2,대관령
0,전국,2023-04-01,14.2,23.3,27.8,영월,5.1,-2,대관령
0,전국,2023-03-31,13.7,23,26.6,양산시,5,-0.6,장수
0,전국,2023-03-30,12.9,22.1,26.8,강릉,3.6,-0.9,제천
0,전국,2023-03-29,10.6,19.6,22.2,"광주,함양군",1.9,-4.7,대관령
0,전국,2023-03-28,8.5,16.6,19.8,북창원,0.3,-5.1,대관령
0,전국,2023-03-27,7.2,14.4,18.4,양산시,0.5,-7.5,대관령
0,전국,2023-03-26,9.3,15.1,19,의령군,4.2,-3.1,대관령
0,전국,2023-03-25,9.8,13.4,19.6,동두천,7,1.1,대관령
0,전국,2023-03-24,10.4,14.1,19.6,동두천,7.3,-0.9,대관령
0,전국,2023-03-23,14,17.7,25,동두천,10.7,2.2,대관령
0,전국,2023-03-22,14.6,21.9,27.6,영월,6.4,-2.6,대관령
0,전국,2023-03-21,12.5,21.1,24.5,광주,4.7,-2.1,제천
0,전국,2023-03-20,9.2,17.7,21.3,강릉,0.8,-4.1,청송군
0,전국,2023-03-19,8.1,16.3,20.4,김해시,0.7,-5.5,대관령
0,전국,2023-03-18,8.7,15.2,19.5,광양시,3.6,-3.6,대관령
0,전국,2023-03-17,7.4,12.4,15.5,북창원,2.2,-6.4,대관령
0,전국,2023-03-16,7.3,13.1,19.4,양산시,2.4,-4.7,철원
0,전국,2023-03-15,11.2,19.3,23.2,구미,2.7,-3.6,제천
0,전국,2023-03-14,8.1,16,19.6,상주,0.4,-5.2,장흥
0,전국,2023-03-13,3.5,9.1,13.3,의령군,-1.7,-8.7,대관령
0,전국,2023-03-12,7.2,14.5,22.1,포항,1.1,-6.2,대관령
0,전국,2023-03-11,13.8,22.3,26.4,경주시,5.9,1.1,청송군
0,전국,2023-03-10,11.9,21.6,25,광주,3.2,-2.6,대관령
0,전국,2023-03-09,12.2,19,23.6,"포항,대구,합천",6.1,0.6,청송군
0,전국,2023-03-08,12.4,19.6,23.9,영덕,4.9,-1,제천
0,전국,2023-03-07,11.2,19.6,24.2,강릉,3,-3.3,청송군
0,전국,2023-03-06,8.1,16.9,20.6,강릉,-0.4,-4.9,"파주,제천,장수"
0,전국,2023-03-05,6.8,15.5,18.4,강릉,-0.7,-6.7,대관령
0,전국,2023-03-04,6.1,14.4,18.2,김해시,-0.4,-6.3,대관령
0,전국,2023-03-03,4.3,12.3,17.5,강릉,-3.6,-8.6,장수
0,전국,2023-03-02,2.7,7.4,11.5,의령군,-1.7,-7.7,대관령
0,전국,2023-03-01,6.7,11.5,16.2,진주,2.9,-2.8,대관령
0,전국,2023-02-28,6,13.8,18.6,경주시,-2.3,-8,청송군
0,전국,2023-02-27,4,13.7,19.6,강릉,-4.6,-9.9,청송군
0,전국,2023-02-26,1.6,9.8,13.3,김해시,-5.5,-13.7,대관령
0,전국,2023-02-25,1.1,6.5,11,"양산시,의령군",-3.5,-10,대관령
0,전국,2023-02-24,4.4,10.7,15.6,양산시,-0.1,-5,대관령
0,전국,2023-02-23,4.5,10.6,15.7,양산시,-0.6,-6,철원
0,전국,2023-02-22,2,9.3,13.5,강릉,-6.1,-10.9,대관령
0,전국,2023-02-21,-1.2,5,9.4,김해시,-6.6,-16.9,대관령
0,전국,2023-02-20,0.5,5.9,12.5,서귀포,-3.8,-12.5,대관령
0,전국,2023-02-19,4.7,8.6,14.8,"부산,양산시",-0.2,-4.7,대관령
0,전국,2023-02-18,5.9,8.6,16.3,성산,3.1,-3.4,인제
0,전국,2023-02-17,3.4,9.1,14.7,"고산,서귀포",-2.2,-9.2,대관령
0,전국,2023-02-16,2.5,7.2,12.3,서귀포,-1.6,-14.1,대관령
0,전국,2023-02-15,2.1,5.9,11.3,서귀포,-1.3,-8.7,대관령
0,전국,2023-02-14,2.4,7.2,12.7,양산시,-1.3,-9.2,대관령
0,전국,2023-02-13,5.4,8.7,12.8,순천,2.5,-3,대관령
0,전국,2023-02-12,3.3,8.2,13.8,성산,-2.4,-7.5,대관령
0,전국,2023-02-11,2.1,8.1,13,제주,-2.3,-9.2,태백
0,전국,2023-02-10,3.4,7.9,15,서귀포,-0.1,-5.5,대관령
0,전국,2023-02-09,3.2,9.8,13.5,제주,-4.2,-12.4,대관령
0,전국,2023-02-08,2.2,9.5,16.1,서귀포,-3.4,-10.1,대관령
0,전국,2023-02-07,3,10.9,16.3,김해시,-2.8,-9.9,대관령
0,전국,2023-02-06,2.1,10.2,15.1,경주시,-5.3,-11.3,청송군
0,전국,2023-02-05,0.2,8.2,12.1,서귀포,-6.5,-12.4,청송군
0,전국,2023-02-04,-0.6,5.9,11.6,서귀포,-6.1,-12.2,인제
0,전국,2023-02-03,-0.2,5.5,11.1,의령군,-4.1,-12.4,대관령
0,전국,2023-02-02,-0.9,4.4,10.1,서귀포,-5.1,-17.5,대관령
0,전국,2023-02-01,3,9.1,15.5,서귀포,-2.4,-11,대관령
0,전국,2023-01-31,1.1,8.9,14.4,제주,-6.9,-13.4,대관령
0,전국,2023-01-30,-0.7,4.7,10.5,서귀포,-5.5,-14.1,북춘천
0,전국,2023-01-29,-1,4.6,8.5,광양시,-8,-15.6,철원
0,전국,2023-01-28,-5.1,-0.1,4.9,고산,-11,-17.6,철원
0,전국,2023-01-27,-5.1,-1.2,6.6,서귀포,-8.9,-17.8,대관령
0,전국,2023-01-26,-4.6,-0.4,10.9,성산,-11,-18.3,대관령
0,전국,2023-01-25,-10.2,-3.9,3.7,서귀포,-16,-25.2,대관령
0,전국,2023-01-24,-9.8,-1.2,6.2,서귀포,-13.3,-22.4,대관령
0,전국,2023-01-23,1.3,7.6,13,서귀포,-4.4,-12,대관령
0,전국,2023-01-22,-0.4,4.1,10,성산,-4.9,-13.4,대관령
0,전국,2023-01-21,-3.8,2.5,7.5,광양시,-9.4,-19.2,철원
0,전국,2023-01-20,-0.8,4.2,10.1,서귀포,-6.3,-15.3,철원
0,전국,2023-01-19,-0.4,5.3,9.7,서귀포,-6.3,-14.2,대관령
0,전국,2023-01-18,-1,4,10,서귀포,-4.8,-11.5,대관령
0,전국,2023-01-17,-2.3,2.3,8.5,서귀포,-6.6,-17.3,대관령
0,전국,2023-01-16,-2.3,1.4,7.8,서귀포,-5.6,-15.2,대관령
0,전국,2023-01-15,1.6,4.7,13.4,서귀포,-1.4,-4.9,백령도
0,전국,2023-01-14,6.9,9.5,17.6,서귀포,4.4,-2.6,대관령
0,전국,2023-01-13,9.6,12.8,20.9,광양시,5.7,-3.8,대관령
0,전국,2023-01-12,5.4,14.3,19.3,경주시,-2.7,-9.5,청송군
0,전국,2023-01-11,2.6,11.2,16.7,제주,-3.4,-11.7,철원
0,전국,2023-01-10,1.4,9.4,15.3,제주,-4.9,-12.7,철원
0,전국,2023-01-09,3.1,9.9,18.5,성산,-2.3,-8.2,청송군
0,전국,2023-01-08,0.8,7.9,14.6,제주,-5,-12.2,철원
0,전국,2023-01-07,2.2,6,12.4,서귀포,-2.3,-10.3,철원
0,전국,2023-01-06,0.8,7.4,12.3,"제주,성산",-5,-12.6,제천
0,전국,2023-01-05,-0.8,6,13.4,제주,-6.4,-15.6,철원
0,전국,2023-01-04,-1.6,5.1,11.2,서귀포,-7.4,-17.6,철원
0,전국,2023-01-03,-3.1,3.3,10.1,서귀포,-8.3,-18,철원
0,전국,2023-01-02,-2.3,2.7,11.6,서귀포,-6.2,-15.7,철원
0,전국,2023-01-01,0.4,6.3,12.7,서귀포,-4.6,-11.5,철원
0,전국,2022-12-31,-0.9,4.3,11.2,서귀포,-5.9,-15,철원
0,전국,2022-12-30,-1.2,4,10.1,서귀포,-5.7,-12.1,철원
0,전국,2022-12-29,-2.5,3,9.1,서귀포,-7.5,-16.7,철원
0,전국,2022-12-28,-1.6,3.3,11.3,서귀포,-5.7,-13.1,"철원,제천"
0,전국,2022-12-27,-2.3,4.8,11.2,서귀포,-8.2,-18.5,대관령
0,전국,2022-12-26,-3.5,3.1,11.6,서귀포,-8.8,-19.2,대관령
0,전국,2022-12-25,-4.2,2.6,11.6,서귀포,-10.3,-19,철원
0,전국,2022-12-24,-6.8,-0.9,7.5,"울진,서귀포",-11.7,-21.8,대관령
0,전국,2022-12-23,-7.6,-4.8,3.5,고산,-9.7,-20.2,대관령
0,전국,2022-12-22,-4.4,0.8,7.9,고산,-8.1,-17.3,대관령
0,전국,2022-12-21,0.8,3.8,13.9,고산,-2.1,-8.7,대관령
0,전국,2022-12-20,-2.2,4.4,13.6,고산,-8.8,-18.5,철원
0,전국,2022-12-19,-5.4,0.6,10.1,고산,-11.4,-19.7,철원
0,전국,2022-12-18,-7.5,-3.3,4.5,고산,-11.3,-19.4,철원
0,전국,2022-12-17,-4.6,-0.2,7.8,서귀포,-8.5,-16.4,철원
0,전국,2022-12-16,-2.3,1.3,11.8,서귀포,-5.5,-17.9,철원
0,전국,2022-12-15,-2.2,3.5,11.2,성산,-9,-16.3,대관령
0,전국,2022-12-14,-5.4,-1,7.4,제주,-8.5,-16.8,대관령
0,전국,2022-12-13,2.9,6.2,12.4,고산,-1.7,-9.8,대관령
0,전국,2022-12-12,2.4,7.7,14.3,서귀포,-3,-11.4,대관령
0,전국,2022-12-11,2.3,8.6,12.8,양산시,-2.4,-11.1,대관령
0,전국,2022-12-10,2.8,7.8,16.9,서귀포,-2,-8,대관령
0,전국,2022-12-09,3.6,10.6,16.4,부산,-1.4,-8.7,청송군
0,전국,2022-12-08,3.5,10.6,14.6,고산,-1.7,-6.7,파주
0,전국,2022-12-07,4.1,9.3,15.6,서귀포,-0.5,-6.5,철원
0,전국,2022-12-06,0.6,6.1,12.7,고산,-5.4,-10.9,대관령
0,전국,2022-12-05,-0.8,4,12.8,서귀포,-4.3,-11.8,철원
0,전국,2022-12-04,0.8,4.5,13.7,서귀포,-2,-9.9,대관령
0,전국,2022-12-03,3.2,8.1,15.2,고산,-2.5,-8.3,청송군
0,전국,2022-12-02,-1.3,4.3,10.7,서귀포,-6,-12.9,철원
0,전국,2022-12-01,-2.6,1.6,8.8,서귀포,-5.9,-13.9,대관령
0,전국,2022-11-30,-1.6,3.9,14.8,서귀포,-4.3,-12.2,대관령
0,전국,2022-11-29,10.4,15.8,21.1,서귀포,3.8,-3.1,파주
0,전국,2022-11-28,11.1,16.1,27.4,제주,3.9,-5.6,대관령
0,전국,2022-11-27,6.2,14.3,19.8,제주,-0.8,-7.4,대관령
0,전국,2022-11-26,9,15.4,20.7,서귀포,2.4,-3.5,파주
0,전국,2022-11-25,9.5,17.4,21.6,"강릉,제주",2.2,-2.6,거창
0,전국,2022-11-24,8,15.3,20.1,서귀포,3.6,-2.5,대관령
0,전국,2022-11-23,10.9,16.3,20.1,"통영,김해시",5.6,-0.8,대관령
0,전국,2022-11-22,10.7,14.5,19,성산,7.3,-2.5,대관령
0,전국,2022-11-21,10.7,18,21.1,경주시,5.1,-2.1,대관령
0,전국,2022-11-20,11.5,17.9,20.7,강릉,7.1,-2.3,대관령
0,전국,2022-11-19,10.7,18.4,22.8,고산,3.9,-2.3,대관령
0,전국,2022-11-18,8.9,18.2,23,고산,2.1,-5,대관령
0,전국,2022-11-17,8.5,16.1,20.2,김해시,3.5,-2.6,대관령
0,전국,2022-11-16,8.5,14.7,19.6,고산,4.1,-0.8,청송군
0,전국,2022-11-15,7.9,13.7,17.8,의령군,2.6,-2.3,대관령
0,전국,2022-11-14,9.9,14.2,18.6,서귀포,6.2,0.8,대관령
0,전국,2022-11-13,12.6,18.8,24.1,서귀포,9.5,3.7,대관령
0,전국,2022-11-12,16,22.4,26.5,강릉,8.6,1.5,대관령
0,전국,2022-11-11,13.4,21.1,24.4,광주,7.4,1.3,청송군
0,전국,2022-11-10,11.8,19.9,24.2,고산,5.5,-0.9,청송군
