지역번호,지역명,일시,평균일강수량(mm),최다일강수량(mm),최다강수량지점,1시간최다강수량(mm),1시간최다강수량지점
0,전국,2017-01-26,0.1,2.5,동두천,,
0,전국,2017-01-25,0,,,,
0,전국,2017-01-24,0,7.4,울릉도,,
0,전국,2017-01-23,0.1,37.5,울릉도,,
0,전국,2017-01-22,0.6,7.6,정읍,,
0,전국,2017-01-21,0.6,4.2,인천,,
0,전국,2017-01-20,3.3,32.2,북강릉,,
0,전국,2017-01-19,0,7.1,백령도,,
0,전국,2017-01-18,0,0,"백령도,서울,인천,수원",,
0,전국,2017-01-17,0,0.1,울릉도,,
0,전국,2017-01-16,0,4,울릉도,,
0,전국,2017-01-15,0,4.5,울릉도,,
0,전국,2017-01-14,0,8.9,울릉도,,
0,전국,2017-01-13,0.3,4.5,고창군,,
0,전국,2017-01-12,0.2,2,충주,,
0,전국,2017-01-11,0,1,부안,,
0,전국,2017-01-10,0,0.3,부안,,
0,전국,2017-01-09,0.1,10.3,울릉도,,
0,전국,2017-01-08,1.6,17.2,제주,,
0,전국,2017-01-07,0.1,14.2,서귀포,,
0,전국,2017-01-06,0.1,3.5,울진,,
0,전국,2017-01-05,2,35.2,울진,,
0,전국,2017-01-04,0,0.5,울릉도,,
0,전국,2017-01-03,0,0.5,울릉도,,
0,전국,2017-01-02,0,0.9,제주,,
0,전국,2017-01-01,0,0,"흑산도,강화",,
0,전국,2016-12-31,0,0.4,정읍,,
0,전국,2016-12-30,0,0,"백령도,울릉도",,
0,전국,2016-12-29,0.2,4.4,울릉도,,
0,전국,2016-12-28,0,1,백령도,,
0,전국,2016-12-27,2.1,36.2,속초,,
0,전국,2016-12-26,10.3,34.8,서귀포,,
0,전국,2016-12-25,0.1,1.6,성산,,
0,전국,2016-12-24,0,0.1,울릉도,,
0,전국,2016-12-23,0.6,51.6,울릉도,,
0,전국,2016-12-22,14.4,66.5,거제,,
0,전국,2016-12-21,24.2,84.5,남해,,
0,전국,2016-12-20,0,1.1,부산,,
0,전국,2016-12-19,4.9,76.8,성산,,
0,전국,2016-12-18,0.1,5.5,성산,,
0,전국,2016-12-17,0,0,"서울,인천,원주",,
0,전국,2016-12-16,0,13.1,울릉도,,
0,전국,2016-12-15,0.1,22.9,울릉도,,
0,전국,2016-12-14,2.5,51,울진,,
0,전국,2016-12-13,0.3,20.7,울릉도,,
0,전국,2016-12-12,0.2,2.7,해남,,
0,전국,2016-12-11,0,3,울릉도,,
0,전국,2016-12-10,0,8.7,울릉도,,
0,전국,2016-12-09,1.3,10.8,울릉도,,
0,전국,2016-12-08,1.3,12,강화,,
0,전국,2016-12-07,0.1,1,천안,,
0,전국,2016-12-06,0,11.7,울릉도,,
0,전국,2016-12-05,0.1,2,정선군,0,북강릉
0,전국,2016-12-04,0,0.1,"서산,고산,함양군",,
0,전국,2016-12-03,0,0,순창군,,
0,전국,2016-12-02,0,0,홍성,,
0,전국,2016-12-01,0.1,1.5,임실,,
0,전국,2016-11-30,2.5,14.4,울산,,
0,전국,2016-11-29,0.2,6.4,동해,,
0,전국,2016-11-28,0,11.7,울릉도,,
0,전국,2016-11-27,0.1,1.7,제주,,
0,전국,2016-11-26,2.4,20.5,성산,,
0,전국,2016-11-25,0,0,"백령도,서산,흑산도,고산",,
0,전국,2016-11-24,0,24.2,울릉도,,
0,전국,2016-11-23,0.1,38.1,울릉도,,
0,전국,2016-11-22,0.9,38.7,울릉도,,
0,전국,2016-11-21,0.1,9.4,성산,,
0,전국,2016-11-20,0,0.5,장수,,
0,전국,2016-11-19,1.2,8.2,순천,,
0,전국,2016-11-18,12.8,64.6,완도,,
0,전국,2016-11-17,0,0,울릉도,,
0,전국,2016-11-16,0,0,울릉도,,
0,전국,2016-11-15,0,0,거창,,
0,전국,2016-11-14,2.3,17.5,강진군,,
0,전국,2016-11-13,3,31.7,고흥,0,영월
0,전국,2016-11-12,0,,,,
0,전국,2016-11-11,0.9,8.2,울릉도,0.1,영월
0,전국,2016-11-10,3.1,23.6,성산,,
0,전국,2016-11-09,0,6.7,울릉도,,
0,전국,2016-11-08,1.7,35,울릉도,0.4,영월
0,전국,2016-11-07,1.5,8,철원,1.3,영월
0,전국,2016-11-06,1.6,26.4,북강릉,,
0,전국,2016-11-05,0.2,5,강릉,,
0,전국,2016-11-04,0,0,"철원,동두천,춘천,서울",,
0,전국,2016-11-03,0.1,3.3,파주,,
0,전국,2016-11-02,0.1,3.1,울릉도,0,"대관령,원주,영월,청주"
0,전국,2016-11-01,0,7,울릉도,,
0,전국,2016-10-31,0.3,15,울릉도,7.2,울릉도
0,전국,2016-10-30,0,7.1,울릉도,4.3,울릉도
0,전국,2016-10-29,0.7,18.7,북강릉,8.1,북강릉
0,전국,2016-10-28,5.6,24.3,서귀포,16.3,제주
0,전국,2016-10-27,0,1.8,울진,1.7,울진
0,전국,2016-10-26,0,8.4,서귀포,4.4,고산
0,전국,2016-10-25,13.7,47.5,강화,13.5,부여
0,전국,2016-10-24,0,6.5,백령도,3.3,백령도
0,전국,2016-10-23,2.3,18.5,강릉,5.1,북강릉
0,전국,2016-10-22,0.4,34.3,성산,6.7,성산
0,전국,2016-10-21,0.4,27.5,서귀포,4.3,서귀포
0,전국,2016-10-20,0.1,3.3,"대관령,동해",1.5,동해
0,전국,2016-10-19,0,0,"고산,서귀포",0,"고산,서귀포"
0,전국,2016-10-18,0,1,속초,1,속초
0,전국,2016-10-17,0.3,4,정읍,2.6,전주
0,전국,2016-10-16,18.5,60.8,광주,20.9,울산
0,전국,2016-10-15,0,0,안동,0,안동
0,전국,2016-10-14,0,0,울릉도,0,울릉도
0,전국,2016-10-13,0,0,울릉도,0,울릉도
0,전국,2016-10-12,0,0.3,"강릉,울릉도",0.3,"강릉,울릉도"
0,전국,2016-10-11,0,0,"제주,고산,서귀포",0,"제주,고산,서귀포"
0,전국,2016-10-10,0,0,포항,0,포항
0,전국,2016-10-09,0,0.1,합천,0.1,합천
0,전국,2016-10-08,23.6,92.2,해남,55.3,해남
0,전국,2016-10-07,9.3,32,부여,16,부안
0,전국,2016-10-06,0,3.2,동해,2,동해
0,전국,2016-10-05,51.1,277.5,양산시,119.5,양산시
0,전국,2016-10-04,0.6,21.4,서귀포,10.7,제주
0,전국,2016-10-03,9.6,98,강화,55.5,강화
0,전국,2016-10-02,6.1,111.3,파주,24.3,파주
0,전국,2016-10-01,2.4,29.3,목포,14,목포
0,전국,2016-09-30,13,69.5,진도군,20,강진군
0,전국,2016-09-29,1.3,24.2,제주,5.5,남해
0,전국,2016-09-28,7.6,66.8,성산,16.8,부산
0,전국,2016-09-27,5.4,39.7,대전,16,금산
0,전국,2016-09-26,2.2,15,포항,11.7,포항
0,전국,2016-09-25,0,,,,
0,전국,2016-09-24,0,,,,
0,전국,2016-09-23,0,0,광양시,0,광양시
0,전국,2016-09-22,0,1.4,제주,1,제주
0,전국,2016-09-21,0,0,"울진,울산,제주,합천",0,"울진,울산,제주,합천"
0,전국,2016-09-20,0,,,,
0,전국,2016-09-19,0.2,25.7,성산,7.4,성산
0,전국,2016-09-18,6.5,33.9,군산,13.4,서귀포
0,전국,2016-09-17,85.6,267.5,남해,74.1,여수
0,전국,2016-09-16,5,25.5,흑산도,14.7,성산
0,전국,2016-09-15,0,6.7,고산,2.9,고산
0,전국,2016-09-14,0,9.4,충주,9.4,충주
0,전국,2016-09-13,0,0.7,속초,0.6,속초
0,전국,2016-09-12,7.8,41.8,속초,40,속초
0,전국,2016-09-11,1.2,14.9,울진,13.7,울진
0,전국,2016-09-10,5.1,79.3,포항,42.5,임실
0,전국,2016-09-09,1.4,18.5,인제,13,인제
0,전국,2016-09-08,3.2,31.5,정선군,22.8,대전
0,전국,2016-09-07,1.3,21.6,밀양,21.2,밀양
0,전국,2016-09-06,0,0.1,"강진군,진도군",0.1,"강진군,진도군"
0,전국,2016-09-05,1.3,23.5,함양군,23,함양군
0,전국,2016-09-04,2.1,30.6,대관령,21.5,대관령
0,전국,2016-09-03,20.5,163.7,밀양,53.5,남해
0,전국,2016-09-02,28.9,147.5,창원,24.7,부산
0,전국,2016-09-01,2,29.5,의령군,23.1,순천
0,전국,2016-08-31,7.8,55.1,수원,16.9,수원
0,전국,2016-08-30,1,147.9,울릉도,16.9,울릉도
0,전국,2016-08-29,3,220.5,울릉도,25.5,울릉도
0,전국,2016-08-28,22.8,152.5,대관령,35.5,강릉
0,전국,2016-08-27,0.6,30.9,흑산도,6.2,서귀포
0,전국,2016-08-26,11.3,72.5,강릉,27.5,강릉
0,전국,2016-08-25,2.1,31.5,속초,13.6,속초
0,전국,2016-08-24,0,7.3,동두천,5.1,동두천
0,전국,2016-08-23,1.8,40.5,정읍,32.5,정읍
0,전국,2016-08-22,1.2,45.5,합천,41.5,합천
0,전국,2016-08-21,0.2,4,인제,3.5,인제
0,전국,2016-08-20,0.1,20,백령도,15.8,백령도
0,전국,2016-08-19,0.4,11.5,서울,11.5,서울
0,전국,2016-08-18,0.4,16.5,금산,9,금산
0,전국,2016-08-17,0.7,19,제천,19,제천
0,전국,2016-08-16,4,84.2,포항,70.6,포항
0,전국,2016-08-15,2.6,53.8,부산,39.8,부산
0,전국,2016-08-14,1,22,북강릉,20.9,북강릉
0,전국,2016-08-13,0,,,,
0,전국,2016-08-12,0,,,,
0,전국,2016-08-11,0,,,,
0,전국,2016-08-10,0,0,고산,0,고산
0,전국,2016-08-09,0.6,46.9,장수,28,장수
0,전국,2016-08-08,4.9,58.1,구미,58.1,구미
0,전국,2016-08-07,1.5,47,임실,42.5,임실
0,전국,2016-08-06,0.6,16.5,전주,16.5,전주
0,전국,2016-08-05,0.2,15.8,서귀포,10.4,서귀포
0,전국,2016-08-04,0.2,103.3,서귀포,50.1,서귀포
0,전국,2016-08-03,1.6,27.6,영월,24.5,제천
0,전국,2016-08-02,3,37,창원,28,의령군
0,전국,2016-08-01,2.4,42,북창원,40.5,울릉도
0,전국,2016-07-31,4.1,49.5,대구,47,대구
0,전국,2016-07-30,6.7,60,보은,58,보은
0,전국,2016-07-29,9.7,137.5,서산,51.5,서울
0,전국,2016-07-28,0.8,13.1,파주,12.5,인제
0,전국,2016-07-27,0.9,23,철원,17.5,영광군
0,전국,2016-07-26,0,12,백령도,4.5,봉화
0,전국,2016-07-25,5.8,43.1,울산,41.1,울산
0,전국,2016-07-24,4.8,71,대구,68.5,대구
0,전국,2016-07-23,1.7,60.5,춘천,46.3,춘천
0,전국,2016-07-22,0,0,서귀포,0,서귀포
0,전국,2016-07-21,0,0,"백령도,서귀포,강화",0,"백령도,강화"
0,전국,2016-07-20,0,1.5,북강릉,0.8,북강릉
0,전국,2016-07-19,0.1,5.6,남원,5.6,남원
0,전국,2016-07-18,0,3,철원,1.9,"철원,고산"
0,전국,2016-07-17,0.9,14.8,철원,3.6,파주
0,전국,2016-07-16,27.9,110.6,속초,23,제천
0,전국,2016-07-15,0.8,13,백령도,8.1,보령
0,전국,2016-07-14,2.3,51.5,강릉,28.5,강릉
0,전국,2016-07-13,0.1,44.6,서귀포,33,서귀포
0,전국,2016-07-12,8.2,116.9,성산,50.2,성산
0,전국,2016-07-11,2.9,31.5,부여,25.5,부여
0,전국,2016-07-10,0,9,고산,4.1,고산
0,전국,2016-07-09,0,2,산청,2,산청
0,전국,2016-07-08,1,42.5,목포,41.8,목포
0,전국,2016-07-07,1.2,14.5,임실,14,임실
0,전국,2016-07-06,27.8,151.5,금산,51.5,"금산,구미"
0,전국,2016-07-05,39.5,252,인제,57.4,원주
0,전국,2016-07-04,53.2,196.5,보은,40.9,군산
0,전국,2016-07-03,22.3,98.5,진도군,46.2,해남
0,전국,2016-07-02,24.6,75.7,추풍령,54,거제
0,전국,2016-07-01,55.2,125,양평,45.7,수원
0,전국,2016-06-30,1,24.8,북강릉,23.2,북강릉
0,전국,2016-06-29,0.9,49.9,제주,19.4,고산
0,전국,2016-06-28,0.5,37.3,고산,14.7,고산
0,전국,2016-06-27,1,38,전주,38,전주
0,전국,2016-06-26,0,,,,
0,전국,2016-06-25,0,0.5,정선군,0.5,정선군
0,전국,2016-06-24,30.3,82.5,진도군,35.2,진주
0,전국,2016-06-23,0.1,3,양평,3,양평
0,전국,2016-06-22,7,114.6,서귀포,54.9,서귀포
0,전국,2016-06-21,0.3,10.7,서귀포,6.5,서귀포
0,전국,2016-06-20,5.7,46.2,여수,27.3,목포
0,전국,2016-06-19,1.4,29,양산시,28.4,양산시
0,전국,2016-06-18,0.8,16.2,여수,15.4,여수
0,전국,2016-06-17,0,0.1,영광군,0.1,영광군
0,전국,2016-06-16,1.7,44.5,양산시,34.5,양산시
0,전국,2016-06-15,4.8,27.6,수원,16.5,임실
0,전국,2016-06-14,0.5,14.4,대관령,7.8,대관령
0,전국,2016-06-13,0.1,15,봉화,8,봉화
0,전국,2016-06-12,2.6,30.9,속초,13.6,속초
0,전국,2016-06-11,2.1,26,금산,12,"춘천,금산"
0,전국,2016-06-10,0,0,금산,0,금산
0,전국,2016-06-09,0,1.1,"영월,고산",1.1,영월
0,전국,2016-06-08,1.7,23.9,밀양,23.9,밀양
0,전국,2016-06-07,0.3,3.7,광주,3.5,광주
0,전국,2016-06-06,0.7,8.4,제주,2.5,전주
0,전국,2016-06-05,0,0.4,성산,0.4,성산
0,전국,2016-06-04,3.9,23.1,장흥,10,장흥
0,전국,2016-06-03,0,0.4,속초,0.4,속초
0,전국,2016-06-02,0,0.5,속초,0.5,속초
0,전국,2016-06-01,0,0,"제주,고산,서귀포",0,"제주,고산,서귀포"
0,전국,2016-05-31,0,0,"제주,고산,서귀포",0,"제주,고산,서귀포"
0,전국,2016-05-30,0,,,,
0,전국,2016-05-29,0.6,12.1,제주,5,부안
0,전국,2016-05-28,0.4,16.6,제주,8.3,제주
0,전국,2016-05-27,0.1,10.1,고산,4.5,고산
0,전국,2016-05-26,0.1,2,인제,2,인제
0,전국,2016-05-25,0,,,,
0,전국,2016-05-24,20.3,40.8,인천,24,거제
0,전국,2016-05-23,0,16.1,백령도,7.8,백령도
0,전국,2016-05-22,0,0.4,고산,0.2,고산
0,전국,2016-05-21,0,,,,
0,전국,2016-05-20,0,,,,
0,전국,2016-05-19,0,,,,
0,전국,2016-05-18,0,,,,
0,전국,2016-05-17,0,,,,
0,전국,2016-05-16,5.9,17.4,남원,10.1,제주
0,전국,2016-05-15,12.6,52.5,강화,14.8,수원
0,전국,2016-05-14,0,,,,
0,전국,2016-05-13,0.1,0.7,원주,0.7,원주
0,전국,2016-05-12,0,,,,
0,전국,2016-05-11,0.9,6.5,의성,5,의성
0,전국,2016-05-10,20.1,35,남해,13.2,성산
0,전국,2016-05-09,0.2,3.9,진도(첨찰산),2.5,진도군
0,전국,2016-05-08,0,6.3,성산,1.8,성산
0,전국,2016-05-07,0,,,,
0,전국,2016-05-06,1.7,26.9,서귀포,8.7,서귀포
0,전국,2016-05-05,0.8,20,백령도,13,강화
0,전국,2016-05-04,0.2,3.6,철원,1.9,철원
0,전국,2016-05-03,26.8,115.5,북창원,36,북창원
0,전국,2016-05-02,7.8,48,진도군,17,강진군
0,전국,2016-05-01,0,,,,
0,전국,2016-04-30,0,0.9,울릉도,0.9,울릉도
0,전국,2016-04-29,0.1,4,문경,3,문경
0,전국,2016-04-28,2.4,10,영광군,3,영광군
0,전국,2016-04-27,25,68.5,진도군,16,진도군
0,전국,2016-04-26,1.4,11.3,광주,4.9,"광주,고흥"
0,전국,2016-04-25,0,,,,
0,전국,2016-04-24,0,,,,
0,전국,2016-04-23,0,2.9,제주,1.5,제주
0,전국,2016-04-22,0,0,"서울,원주,해남",0,"서울,원주"
0,전국,2016-04-21,28.8,56.5,영덕,17.1,완도
0,전국,2016-04-20,0.7,17.6,흑산도,6.3,흑산도
0,전국,2016-04-19,0,0.7,인제,0.7,인제
0,전국,2016-04-18,1.2,11.4,속초,5.2,"속초,원주"
0,전국,2016-04-17,9.5,34.8,철원,13.5,영주
0,전국,2016-04-16,29.2,102,남해,40.5,남해
0,전국,2016-04-15,0,,,0.1,영광군
0,전국,2016-04-14,0,,,,
0,전국,2016-04-13,13.1,46.6,여수,26,고산
0,전국,2016-04-12,0.6,10.8,고흥,5.9,고흥
0,전국,2016-04-11,0.2,4.7,북강릉,3.9,북강릉
0,전국,2016-04-10,0.4,6.5,봉화,5,영주
0,전국,2016-04-09,0,0.4,인천,0.4,인천
0,전국,2016-04-08,0,0,흑산도,0,흑산도
0,전국,2016-04-07,21.9,56,거제,10.8,영덕
0,전국,2016-04-06,12.2,65.9,성산,17.5,고창군
0,전국,2016-04-05,0,,,3.9,고산
0,전국,2016-04-04,1.8,9.3,울진,4.3,울진
0,전국,2016-04-03,9.5,68.5,남해,11,남해
0,전국,2016-04-02,0,0,백령도,0,백령도
0,전국,2016-04-01,0,0,고산,,
0,전국,2016-03-31,0,0.3,고산,,
0,전국,2016-03-30,0,0,원주,,
0,전국,2016-03-29,0.1,2.4,춘천,,
0,전국,2016-03-28,0,,,,
0,전국,2016-03-27,0,0.5,함양군,,
0,전국,2016-03-26,0.5,13.5,울산,,
0,전국,2016-03-25,0.2,5,대구,,
0,전국,2016-03-24,0.2,3.1,포항,,
0,전국,2016-03-23,0.5,11.3,동해,,
0,전국,2016-03-22,0,,,,
0,전국,2016-03-21,0,0,광양시,,
0,전국,2016-03-20,0,0.1,광양시,,
0,전국,2016-03-19,0,,,,
0,전국,2016-03-18,9.3,48.5,통영,,
0,전국,2016-03-17,0.1,8.5,성산,,
0,전국,2016-03-16,0,,,,
0,전국,2016-03-15,0,,,,
0,전국,2016-03-14,0,2,강릉,,
0,전국,2016-03-13,0.2,12.4,성산,,
0,전국,2016-03-12,0,0,"철원,춘천,울릉도",,
0,전국,2016-03-11,0,0.2,서산,,
0,전국,2016-03-10,0.1,2.4,울진,,
0,전국,2016-03-09,2,27.1,성산,,
0,전국,2016-03-08,2.8,33.8,진도(첨찰산),,
0,전국,2016-03-07,0,0.1,"임실,정읍,장수,순창군",,
0,전국,2016-03-06,2.5,34.5,거제,,
0,전국,2016-03-05,27.9,104.4,성산,,
0,전국,2016-03-04,9.7,38.5,울산,,
0,전국,2016-03-03,0,3.9,고산,,
0,전국,2016-03-02,0,,,,
0,전국,2016-03-01,0,0.1,홍성,,
0,전국,2016-02-29,0.3,10.7,울릉도,0,포항
0,전국,2016-02-28,5.8,17.1,충주,,
0,전국,2016-02-27,1.4,8.9,이천,,
0,전국,2016-02-26,0.8,5,장수,,
0,전국,2016-02-25,0,7.3,울릉도,,
0,전국,2016-02-24,0.6,19.7,울진,,
0,전국,2016-02-23,0.2,2,강릉,,
0,전국,2016-02-22,0,7.4,서귀포,,
0,전국,2016-02-21,0,0,"울릉도,흑산도",,
0,전국,2016-02-20,0,1.4,부산,,
0,전국,2016-02-19,0,5.5,서귀포,,
0,전국,2016-02-18,0.1,2,인제,,
0,전국,2016-02-17,0,2.5,울릉도,,
0,전국,2016-02-16,0.5,2.9,춘천,,
0,전국,2016-02-15,0.2,9.7,울릉도,,
0,전국,2016-02-14,0.8,11.6,울릉도,,
0,전국,2016-02-13,11.4,40,파주,,
0,전국,2016-02-12,20.7,99.5,남해,,
0,전국,2016-02-11,0.2,27.6,백령도,,
0,전국,2016-02-10,0,,,,
0,전국,2016-02-09,0,1.1,속초,,
0,전국,2016-02-08,0.2,6,정선군,,
0,전국,2016-02-07,0,0.2,흑산도,,
0,전국,2016-02-06,0.5,12,강릉,,
0,전국,2016-02-05,0,0,수원,,
0,전국,2016-02-04,0,0,원주,,
0,전국,2016-02-03,0,3.3,울릉도,,
0,전국,2016-02-02,0,7.5,울릉도,,
0,전국,2016-02-01,0,40,울릉도,,
0,전국,2016-01-31,0,24.7,울릉도,,
0,전국,2016-01-30,0.6,11.5,북강릉,,
0,전국,2016-01-29,8.2,38.7,성산,,
0,전국,2016-01-28,6.7,66.7,성산,,
0,전국,2016-01-27,0,0.1,성산,,
0,전국,2016-01-26,0.1,0.9,인천,,
0,전국,2016-01-25,0.3,10.3,목포,,
0,전국,2016-01-24,1.5,17.7,울릉도,,
0,전국,2016-01-23,1.2,31,울릉도,,
0,전국,2016-01-22,0,20.4,울릉도,,
0,전국,2016-01-21,0,15.2,울릉도,,
0,전국,2016-01-20,0,4.2,울릉도,,
0,전국,2016-01-19,0.8,12,군산,,
0,전국,2016-01-18,0.9,10.7,울릉도,,
0,전국,2016-01-17,3.3,33.5,제주,,
0,전국,2016-01-16,0,4.3,울릉도,,
0,전국,2016-01-15,0.1,3.1,울릉도,,
0,전국,2016-01-14,0.1,6.2,울릉도,,
0,전국,2016-01-13,0.8,8.5,정읍,,
0,전국,2016-01-12,0,6.4,울릉도,,
0,전국,2016-01-11,0,4.7,울릉도,,
0,전국,2016-01-10,0,0,"철원,대관령,인천,원주",,
0,전국,2016-01-09,0,0.1,서산,,
0,전국,2016-01-08,0,3,영광군,,
0,전국,2016-01-07,0,0.1,영광군,,
0,전국,2016-01-06,0,,,,
0,전국,2016-01-05,0.5,6.2,제주,,
0,전국,2016-01-04,0,0,"고산,서귀포",,
0,전국,2016-01-03,0,,,,
0,전국,2016-01-02,0,0,제주,,
0,전국,2016-01-01,0,0,원주,,
0,전국,2015-12-31,0.3,7,상주,,
0,전국,2015-12-30,1.1,7,보령,,
0,전국,2015-12-29,0,,,,
0,전국,2015-12-28,0,0.5,울릉도,,
0,전국,2015-12-27,0,6.6,울릉도,,
0,전국,2015-12-26,0.2,4.6,홍성,,
0,전국,2015-12-25,0,3,울릉도,,
0,전국,2015-12-24,0,0,"원주,서귀포",,
0,전국,2015-12-23,1.9,12,진도군,,
0,전국,2015-12-22,0.1,1,"부안,고창군,영광군",,
0,전국,2015-12-21,1.5,8.6,백령도,,
0,전국,2015-12-20,0.8,11.6,고산,,
0,전국,2015-12-19,0,,,,
0,전국,2015-12-18,0,0.2,서산,,
0,전국,2015-12-17,0.3,16,울릉도,,
0,전국,2015-12-16,2.4,19.5,보령,,
0,전국,2015-12-15,0.5,5,울릉도,,
0,전국,2015-12-14,3.9,19.1,서귀포,,
0,전국,2015-12-13,0,0,흑산도,,
0,전국,2015-12-12,0,0.7,흑산도,,
0,전국,2015-12-11,3.7,21,울릉도,,
0,전국,2015-12-10,14.1,63,성산,,
0,전국,2015-12-09,0,0.5,울릉도,,
0,전국,2015-12-08,0,12,울릉도,,
0,전국,2015-12-07,0,2.5,울릉도,,
0,전국,2015-12-06,0,2.9,서귀포,,
0,전국,2015-12-05,0,0.1,추풍령,,
0,전국,2015-12-04,0.5,6,고창군,,
0,전국,2015-12-03,3,16.7,수원,,
0,전국,2015-12-02,5.7,20.5,철원,,
0,전국,2015-12-01,0,0,해남,,
0,전국,2015-11-30,0.2,2.5,순창군,,
0,전국,2015-11-29,0.8,5.5,춘천,,
0,전국,2015-11-28,0,1,"백령도,강화",,
0,전국,2015-11-27,0.6,8.7,울릉도,,
0,전국,2015-11-26,3.3,26.5,임실,,
0,전국,2015-11-25,9,34.7,울진,,
0,전국,2015-11-24,2.8,39,울진,,
0,전국,2015-11-23,6.6,46.5,울릉도,,
0,전국,2015-11-22,4.6,64.5,북강릉,,
0,전국,2015-11-21,0.1,1.5,울릉도,,
0,전국,2015-11-20,0.1,4.5,울릉도,,
0,전국,2015-11-19,0.9,30.5,성산,,
0,전국,2015-11-18,7.9,86.7,성산,,
0,전국,2015-11-17,0.5,9.5,울릉도,,
0,전국,2015-11-16,10.7,26.3,대전,,
0,전국,2015-11-15,0,0.6,원주,,
0,전국,2015-11-14,5,50.7,속초,,
0,전국,2015-11-13,24.4,112.7,서귀포,,
0,전국,2015-11-12,0.6,6.2,속초,,
0,전국,2015-11-11,2,67.5,속초,,
0,전국,2015-11-10,0.2,5,속초,,
0,전국,2015-11-09,3.2,32.5,울릉도,,
0,전국,2015-11-08,13.8,87,울릉도,,
0,전국,2015-11-07,28,115.5,울릉도,,
0,전국,2015-11-06,2.6,20.1,백령도,,
0,전국,2015-11-05,0,0.4,제주,,
0,전국,2015-11-04,0,,,,
0,전국,2015-11-03,0,,,,
0,전국,2015-11-02,0.2,5.5,고창,0,"서산,보령,부여"
0,전국,2015-11-01,0.1,3.1,창원,0,"완도,강진군,장흥,해남"
0,전국,2015-10-31,0,,,,
0,전국,2015-10-30,0,0.4,"서귀포,정읍",0.4,"서귀포,정읍"
0,전국,2015-10-29,0.4,5.7,이천,5.2,이천
0,전국,2015-10-28,0,0,서산,0,서산
0,전국,2015-10-27,16.3,45.5,부안,27.5,정읍
0,전국,2015-10-26,0.4,17,백령도,8.4,백령도
0,전국,2015-10-25,0,,,,
0,전국,2015-10-24,1.2,16.4,파주,15.3,파주
0,전국,2015-10-23,0,0,"동두천,파주,춘천,백령도",0,"춘천,백령도"
0,전국,2015-10-22,0.3,8.5,북강릉,4.3,속초
0,전국,2015-10-21,0.2,5.6,속초,3,강릉
0,전국,2015-10-20,0,0,울진,0,울진
0,전국,2015-10-19,0.1,7.9,동해,7.6,동해
0,전국,2015-10-18,0,3.5,북강릉,3,북강릉
0,전국,2015-10-17,0,,,,
0,전국,2015-10-16,0,,,,
0,전국,2015-10-15,0,,,,
0,전국,2015-10-14,0,,,0.1,진도군
0,전국,2015-10-13,0,0.2,영광군,0.1,"고창,영광군"
0,전국,2015-10-12,0.5,5.9,고창,3.5,부안
0,전국,2015-10-11,2.2,8.5,장수,7,강화
0,전국,2015-10-10,4.8,17.1,완도,16.6,완도
0,전국,2015-10-09,0.4,4,"군산,정읍",3.6,정읍
0,전국,2015-10-08,0.1,3.1,고산,3.1,고산
0,전국,2015-10-07,0,,,,
0,전국,2015-10-06,0,,,,
0,전국,2015-10-05,0,0.1,제주,0.1,제주
0,전국,2015-10-04,0,0,"고산,서귀포",,
0,전국,2015-10-03,0,,,,
0,전국,2015-10-02,0,0.5,장수,0.5,장수
0,전국,2015-10-01,37.4,103,장수,31,목포
0,전국,2015-09-30,1.7,93.5,고산,26.3,고산
0,전국,2015-09-29,0,1,울릉도,0.5,울릉도
0,전국,2015-09-28,0,0,"동두천,파주,춘천,백령도",0,"동두천,파주,춘천,백령도"
0,전국,2015-09-27,0,,,,
0,전국,2015-09-26,0,0,울진,0,울진
0,전국,2015-09-25,0,1.5,울릉도,1.5,울릉도
0,전국,2015-09-24,1.2,14,거제,6.5,동해
0,전국,2015-09-23,8.4,133.1,서귀포,37.8,서귀포
0,전국,2015-09-22,0,,,,
0,전국,2015-09-21,0,1.6,고산,1.6,고산
0,전국,2015-09-20,0,,,,
0,전국,2015-09-19,0,,,,
0,전국,2015-09-18,0,0.9,동해,0.9,동해
0,전국,2015-09-17,4.4,64.5,부산,11.5,부산
0,전국,2015-09-16,1.6,41.1,성산,13.3,통영
0,전국,2015-09-15,0,0,제주,0,제주
0,전국,2015-09-14,0,,,,
0,전국,2015-09-13,0,1.5,천안,1.5,천안
0,전국,2015-09-12,3.8,23,북강릉,13.5,북강릉
0,전국,2015-09-11,1.5,10,청주,5.5,청주
0,전국,2015-09-10,0,5.5,울릉도,2.5,울릉도
0,전국,2015-09-09,0,9.5,울릉도,2.5,울릉도
0,전국,2015-09-08,0,,,,
0,전국,2015-09-07,0.1,2,강릉,1.5,강릉
0,전국,2015-09-06,6.6,50.5,영덕,19.2,고산
0,전국,2015-09-05,9.4,64.4,동해,33.6,동해
0,전국,2015-09-04,0,28.5,강진군,26,강진군
0,전국,2015-09-03,1.8,18,서울,16.5,서울
0,전국,2015-09-02,9.6,52.5,동두천,36.4,군산
0,전국,2015-09-01,5,59.2,울산,25.5,울릉도
0,전국,2015-08-31,1.8,29,홍천,22.5,문경
0,전국,2015-08-30,0.4,18.5,정선군,12.5,"정선군,금산"
0,전국,2015-08-29,0,0,"북강릉,태백",0,북강릉
0,전국,2015-08-28,2.5,29.5,천안,23.5,천안
