지역번호,지역명,일시,평균일강수량(mm),최다일강수량(mm),최다강수량지점,1시간최다강수량(mm),1시간최다강수량지점
0,전국,1992-03-16,2.3,33.9,제주,3.5,"성산,성산포"
0,전국,1992-03-15,1.3,13.5,완도,4.1,통영
0,전국,1992-03-14,0.6,6.2,목포,5,"성산,성산포"
0,전국,1992-03-13,0,,,,
0,전국,1992-03-12,0,1,"대관령,수원",,
0,전국,1992-03-11,0,,,,
0,전국,1992-03-10,0,0,강릉,,
0,전국,1992-03-09,0,1.8,"성산,성산포",1,"성산,성산포"
0,전국,1992-03-08,0,,,,
0,전국,1992-03-07,0,,,,
0,전국,1992-03-06,0.7,21.6,대관령,1,고흥
0,전국,1992-03-05,11.6,50.7,대관령,4.5,고흥
0,전국,1992-03-04,0.9,14.2,"성산,성산포",3.1,제주
0,전국,1992-03-03,0.2,13.3,대관령,,
0,전국,1992-03-02,0.6,6.5,대관령,2.2,광주
0,전국,1992-03-01,1.8,16.4,강릉,0.3,"서울,제주,천안"
0,전국,1992-02-29,8.8,59.4,거제,10.5,거제
0,전국,1992-02-28,1.8,6.2,남해,1.3,광주
0,전국,1992-02-27,0,,,,
0,전국,1992-02-26,0,,,,
0,전국,1992-02-25,0,,,,
0,전국,1992-02-24,0,4.4,"성산,성산포",,
0,전국,1992-02-23,1.2,6.5,서울,2.1,거제
0,전국,1992-02-22,0,0.4,철원,,
0,전국,1992-02-21,0.1,7,울릉도,,
0,전국,1992-02-20,0,2.3,울릉도,,
0,전국,1992-02-19,0,0.3,울릉도,,
0,전국,1992-02-18,0.3,2.2,철원,0.2,천안
0,전국,1992-02-17,0,,,,
0,전국,1992-02-16,0,9.8,울릉도,0,광주
0,전국,1992-02-15,1.4,8.8,인천,1,천안
0,전국,1992-02-14,0,0.1,대관령,,
0,전국,1992-02-13,0.1,3.2,울릉도,0.5,"성산,성산포"
0,전국,1992-02-12,0.2,2.1,전주,,
0,전국,1992-02-11,0,,,,
0,전국,1992-02-10,0,0.1,대관령,,
0,전국,1992-02-09,0,0,"춘천,목포",,
0,전국,1992-02-08,0,3.4,울릉도,,
0,전국,1992-02-07,0,0.1,대관령,,
0,전국,1992-02-06,0.7,3.2,철원,,
0,전국,1992-02-05,0.1,2.3,울진,0,부산
0,전국,1992-02-04,0.1,2.3,울진,,
0,전국,1992-02-03,9.5,23.5,서귀포,4.5,"성산,성산포"
0,전국,1992-02-02,1.3,9.8,해남,1.5,밀양
0,전국,1992-02-01,0.6,11.3,울진,,
0,전국,1992-01-31,5.2,87,대관령,,
0,전국,1992-01-30,1,26.9,속초,1.2,제주
0,전국,1992-01-29,0.7,19.7,서귀포,8,"성산,성산포"
0,전국,1992-01-28,0.1,3.7,태백,0,"서울,광주,천안,합천"
0,전국,1992-01-27,0,,,,
0,전국,1992-01-26,0,,,,
0,전국,1992-01-25,0.1,1.6,장수,0,제주
0,전국,1992-01-24,0,0,"군산,제주,영주",0,제주
0,전국,1992-01-23,0,17,울릉도,,
0,전국,1992-01-22,0.1,1.9,대관령,0.5,"성산,성산포"
0,전국,1992-01-21,0,1.3,인천,0.6,"성산,성산포"
0,전국,1992-01-20,0,,,,
0,전국,1992-01-19,0,3.2,울릉도,,
0,전국,1992-01-18,0,3.7,울릉도,,
0,전국,1992-01-17,0.1,2.9,"성산,성산포",,
0,전국,1992-01-16,1.3,6,대관령,2,"성산,성산포"
0,전국,1992-01-15,0,0,"서산,군산,제주",0,제주
0,전국,1992-01-14,0.5,9.5,태백,,
0,전국,1992-01-13,1.8,32.8,대관령,1.8,"성산,성산포"
0,전국,1992-01-12,0,0,"철원,인천,군산,보령",,
0,전국,1992-01-11,0,,,,
0,전국,1992-01-10,0.5,7.2,영덕,0,제주
0,전국,1992-01-09,0.5,15.5,대관령,1.5,부산
0,전국,1992-01-08,0,1.2,고산,0,"제주,성산,성산포"
0,전국,1992-01-07,1.4,5.2,충주,1.5,천안
0,전국,1992-01-06,9.4,52.7,울진,4,"성산,성산포"
0,전국,1992-01-05,0.3,18.8,"성산,성산포",4,"성산,성산포"
0,전국,1992-01-04,0,0,울릉도,,
0,전국,1992-01-03,0,2.2,울릉도,,
0,전국,1992-01-02,0,0.2,서산,0,광주
0,전국,1992-01-01,0.1,10.5,"성산,성산포",4.5,"성산,성산포"
0,전국,1991-12-31,0,1.3,"성산,서귀포,성산포",0.8,"성산,성산포"
0,전국,1991-12-30,0,3.8,울릉도,,
0,전국,1991-12-29,0,31.4,울릉도,,
0,전국,1991-12-28,1.6,40.5,울릉도,0,"통영,밀양,거제"
0,전국,1991-12-27,13.7,43,울진,5.8,부산
0,전국,1991-12-26,6.1,29.6,울진,2.5,"울산,광주"
0,전국,1991-12-25,16.5,63,강릉,9.5,울산
0,전국,1991-12-24,4.4,14.8,완도,2.4,울산
0,전국,1991-12-23,0.2,3.4,창원,2,울산
0,전국,1991-12-22,0.4,6.8,포항,1.5,울산
0,전국,1991-12-21,0,2,울릉도,1.3,울릉도
0,전국,1991-12-20,0.2,5.8,울산,1,울산
0,전국,1991-12-19,0.8,12.5,속초,2.1,울산
0,전국,1991-12-18,0.6,21,삼척,0,울릉도
0,전국,1991-12-17,8.2,39.4,"성산,성산포",30.5,"성산,성산포"
0,전국,1991-12-16,0.1,2.9,철원,0.5,여수
0,전국,1991-12-15,0,,,,
0,전국,1991-12-14,0,0,"철원,춘천,수원",,
0,전국,1991-12-13,0,0.2,"대관령,제천",,
0,전국,1991-12-12,0.2,4.3,울릉도,,
0,전국,1991-12-11,0.8,18.4,울릉도,1.5,천안
0,전국,1991-12-10,3,9.1,금산,2,고흥
0,전국,1991-12-09,0,15.8,울릉도,,
0,전국,1991-12-08,4.9,53.9,강릉,13,울릉도
0,전국,1991-12-07,1.6,29.1,속초,8.1,울릉도
0,전국,1991-12-06,0,,,,
0,전국,1991-12-05,0,,,,
0,전국,1991-12-04,0,,,,
0,전국,1991-12-03,0,0.9,수원,0.4,보령
0,전국,1991-12-02,0,0.4,울진,0.2,서울
0,전국,1991-12-01,0,7.5,삼척,0.6,울릉도
0,전국,1991-11-30,0,,,,
0,전국,1991-11-29,0,,,,
0,전국,1991-11-28,0.5,2.6,남해,1,밀양
0,전국,1991-11-27,0,,,,
0,전국,1991-11-26,0,0,"여수,성산,서귀포,성산포",0,"여수,성산,성산포"
0,전국,1991-11-25,0,0,제주,0,제주
0,전국,1991-11-24,0.1,11,울릉도,0,강릉
0,전국,1991-11-23,6.2,26.1,완도,6,고흥
0,전국,1991-11-22,0.2,3,충주,0.5,"합천,밀양"
0,전국,1991-11-21,0,,,,
0,전국,1991-11-20,0,4.6,울릉도,2.7,울릉도
0,전국,1991-11-19,3.7,16.5,철원,10.5,강화
0,전국,1991-11-18,0,0.2,철원,0,"서울,수원"
0,전국,1991-11-17,0.3,5.6,전주,4,보령
0,전국,1991-11-16,0.2,3.7,보령,3.5,보령
0,전국,1991-11-15,0,,,,
0,전국,1991-11-14,0,1.8,울릉도,1.8,울릉도
0,전국,1991-11-13,0,0,"철원,서울,광주",0,"서울,광주"
0,전국,1991-11-12,0,0.8,보령,0.5,보령
0,전국,1991-11-11,0.2,2.6,광주,2.4,광주
0,전국,1991-11-10,0.7,5.9,군산,2.5,천안
0,전국,1991-11-09,0.5,6.8,서울,4,서울
0,전국,1991-11-08,0.3,7.7,울릉도,1.8,울릉도
0,전국,1991-11-07,5,24.9,제주,9.5,"성산,성산포"
0,전국,1991-11-06,0,,,,
0,전국,1991-11-05,0,,,,
0,전국,1991-11-04,0,0.5,울릉도,0.5,울릉도
0,전국,1991-11-03,0.3,7.7,원주,2.4,울릉도
0,전국,1991-11-02,0,,,,
0,전국,1991-11-01,0,,,,
0,전국,1991-10-31,0.1,19.8,제주,19.8,제주
0,전국,1991-10-30,0,1.1,울진,0.8,울진
0,전국,1991-10-29,0,,,,
0,전국,1991-10-28,0,,,,
0,전국,1991-10-27,0,,,,
0,전국,1991-10-26,0,0.7,철원,0.7,철원
0,전국,1991-10-25,1.7,9.4,보령,5.5,보령
0,전국,1991-10-24,0.8,7.5,인천,5.7,서울
0,전국,1991-10-23,0,0.1,강화,0.1,강화
0,전국,1991-10-22,0,0.3,"서산,대전,안동",0.3,"서산,대전,안동"
0,전국,1991-10-21,0.1,1.8,부여,1,보령
0,전국,1991-10-20,0,1.6,목포,1.4,목포
0,전국,1991-10-19,0,0,"부안,정읍",0,"부안,정읍"
0,전국,1991-10-18,0,1.7,충주,1.7,충주
0,전국,1991-10-17,0.8,8,제천,5,"홍천,제천"
0,전국,1991-10-16,5.1,21.8,철원,13,부안
0,전국,1991-10-15,0,,,,
0,전국,1991-10-14,2.1,72.9,강릉,34.3,강릉
0,전국,1991-10-13,0,,,,
0,전국,1991-10-12,0,,,,
0,전국,1991-10-11,0,,,,
0,전국,1991-10-10,0,,,,
0,전국,1991-10-09,0,0,"대관령,강릉,울진",0,"대관령,강릉,울진"
0,전국,1991-10-08,0,0,강릉,0,강릉
0,전국,1991-10-07,0,,,,
0,전국,1991-10-06,0,4.9,철원,4.9,철원
0,전국,1991-10-05,0,,,,
0,전국,1991-10-04,0.7,9,춘천,4.5,"성산,성산포"
0,전국,1991-10-03,0,2.2,철원,1.9,철원
0,전국,1991-10-02,0,,,,
0,전국,1991-10-01,0,0.5,"성산,성산포",0.5,"성산,성산포"
0,전국,1991-09-30,0.5,33.1,"성산,성산포",5,"성산,성산포"
0,전국,1991-09-29,0,0.2,서귀포,0.2,서귀포
0,전국,1991-09-28,0.1,2.8,속초,2.7,속초
0,전국,1991-09-27,63.2,155.5,삼척,52.4,고산
0,전국,1991-09-26,14.5,46.9,대전,17.5,부안
0,전국,1991-09-25,1.8,11.7,완도,5.4,제주
0,전국,1991-09-24,0,0,"완도,제주,성산,서귀포",0,"완도,제주,성산,서귀포"
0,전국,1991-09-23,0,0.4,완도,0.4,완도
0,전국,1991-09-22,0,0,"울산,제주",0,"울산,제주"
0,전국,1991-09-21,0.4,5.3,수원,4.8,대관령
0,전국,1991-09-20,2.3,16,수원,10.5,서산
0,전국,1991-09-19,0.2,6.4,속초,4.1,속초
0,전국,1991-09-18,0,1,대관령,1,대관령
0,전국,1991-09-17,0,,,,
0,전국,1991-09-16,0,,,,
0,전국,1991-09-15,0.1,5.5,부안,3.5,부안
0,전국,1991-09-14,2.5,37.7,제주,14.8,제주
0,전국,1991-09-13,0.6,14.1,강릉,6.5,삼척
0,전국,1991-09-12,0.1,6.5,울릉도,5.5,울릉도
0,전국,1991-09-11,0.6,18.9,춘천,16.5,철원
0,전국,1991-09-10,0,0,서울,0,서울
0,전국,1991-09-09,0,,,,
0,전국,1991-09-08,1,41.2,완도,16.7,완도
0,전국,1991-09-07,0,51.9,"성산,성산포",15,"성산,성산포"
0,전국,1991-09-06,11.6,60,천안,28.2,원주
0,전국,1991-09-05,39.3,120,산청,51.6,진주
0,전국,1991-09-04,27.8,96,인천,39,"군산,양평"
0,전국,1991-09-03,1.7,8.9,수원,3.6,인천
0,전국,1991-09-02,0,,,,
0,전국,1991-09-01,0,,,,
0,전국,1991-08-31,0.1,4,군산,2.5,대전
0,전국,1991-08-30,0.1,2.6,대관령,4,울릉도
0,전국,1991-08-29,15.1,110.4,울릉도,33,울릉도
0,전국,1991-08-28,0,0,"부산,영천",0,"부산,영천"
0,전국,1991-08-27,0,,,,
0,전국,1991-08-26,1.4,49.2,목포,40,목포
0,전국,1991-08-25,1.1,24,해남,18,해남
0,전국,1991-08-24,9.1,152.1,대관령,30.2,울진
0,전국,1991-08-23,77.2,439,부산,41,거제
0,전국,1991-08-22,16.9,153,거제,37,삼척
0,전국,1991-08-21,0.1,4.6,울산,1.9,태백
0,전국,1991-08-20,0.1,3.5,목포,3.5,목포
0,전국,1991-08-19,0,0,서울,0,서울
0,전국,1991-08-18,0,0,"대관령,서울,울릉도",0,"대관령,서울,울릉도"
0,전국,1991-08-17,0,,,,
0,전국,1991-08-16,0,,,,
0,전국,1991-08-15,0,0,"서울,광주",0,"서울,광주"
0,전국,1991-08-14,0,0.4,광주,0.4,광주
0,전국,1991-08-13,0.1,8.4,임실,7.5,임실
0,전국,1991-08-12,0.1,24.6,서귀포,9.6,서귀포
0,전국,1991-08-11,3,32,남해,21,전주
0,전국,1991-08-10,11,81.5,남해,27.6,안동
0,전국,1991-08-09,28.5,125.2,부산,33.5,"성산,성산포"
0,전국,1991-08-08,1.2,59.5,서귀포,18.9,서귀포
0,전국,1991-08-07,0.2,5.5,창원,4,의성
0,전국,1991-08-06,4.4,66.2,합천,45.5,합천
0,전국,1991-08-05,5.8,77.2,대관령,23.5,양평
0,전국,1991-08-04,12.4,39.9,완도,21.6,완도
0,전국,1991-08-03,0.1,3,대관령,1.2,포항
0,전국,1991-08-02,20.8,81.6,장수,26.5,장수
0,전국,1991-08-01,18.2,57.8,광주,30.8,광주
0,전국,1991-07-31,24.3,223.4,주암,54.5,주암
0,전국,1991-07-30,13.5,88,남해,62,남해
0,전국,1991-07-29,12.7,70,삼척,19,영덕
0,전국,1991-07-28,2.7,31.8,인천,30.6,인천
0,전국,1991-07-27,1.5,64.6,전주,64.6,전주
0,전국,1991-07-26,1,75,"성산,성산포",33.5,"성산,성산포"
0,전국,1991-07-25,44.7,308.5,춘천,60,춘천
0,전국,1991-07-24,9.6,80,충주,29,서산
0,전국,1991-07-23,17.6,72.2,보령,37,충주
0,전국,1991-07-22,0.9,12.4,춘천,8.5,홍천
0,전국,1991-07-21,13.6,218.2,수원,80,수원
0,전국,1991-07-20,18,138,제천,45.5,충주
0,전국,1991-07-19,6,66.7,서울,34.6,서울
0,전국,1991-07-18,7.2,32,금산,22,금산
0,전국,1991-07-17,10,90.5,제천,36.5,충주
0,전국,1991-07-16,2.3,32.4,"성산,성산포",28,제천
0,전국,1991-07-15,36,184.3,부산,73,부산
0,전국,1991-07-14,1.2,16.3,완도,15.4,완도
0,전국,1991-07-13,0.6,11.5,홍천,11.2,원주
0,전국,1991-07-12,10.6,44.2,금산,26.6,창원
0,전국,1991-07-11,24.5,105.9,장흥,48.5,장흥
0,전국,1991-07-10,19.3,104.2,광주,35.4,광주
0,전국,1991-07-09,13.9,55.4,임실,16.5,임실
0,전국,1991-07-08,8.2,27,고흥,16.5,고흥
0,전국,1991-07-07,50.8,115,남해,41.5,남해
0,전국,1991-07-06,0,7.3,서귀포,6.7,서귀포
0,전국,1991-07-05,0.8,19.7,대관령,16.8,대관령
0,전국,1991-07-04,15.9,136.8,"성산,성산포",42,"성산,성산포"
0,전국,1991-07-03,0.3,30.5,고산,19.1,고산
0,전국,1991-07-02,0.1,17.9,서귀포,8,"제주,고산,서귀포"
0,전국,1991-07-01,12.2,75.1,제주,38,구미
0,전국,1991-06-30,1.2,127.6,고산,36.7,서귀포
0,전국,1991-06-29,12.7,106,홍천,42,홍천
0,전국,1991-06-28,2.4,31.7,산청,26.8,대전
0,전국,1991-06-27,0.1,1.5,여수,0.8,여수
0,전국,1991-06-26,3.3,22.2,통영,15.5,"성산,성산포"
0,전국,1991-06-25,0.1,11.5,서귀포,5,"성산,서귀포,성산포"
0,전국,1991-06-24,0.1,29.3,임실,20,임실
0,전국,1991-06-23,3.4,43.6,임실,35.5,금산
0,전국,1991-06-22,0,11.8,태백,5.2,태백
0,전국,1991-06-21,0,,,,
0,전국,1991-06-20,0.1,7.6,"성산,성산포",3.5,"성산,성산포"
0,전국,1991-06-19,0.1,6.4,서귀포,2,서귀포
0,전국,1991-06-18,0,0,서귀포,0,서귀포
0,전국,1991-06-17,0,0.4,대관령,0.4,대관령
0,전국,1991-06-16,0,0.9,"성산,성산포",0.8,"성산,성산포"
0,전국,1991-06-15,0.1,50,제주,19.5,제주
0,전국,1991-06-14,0,,,,
0,전국,1991-06-13,2.2,102.2,서귀포,45,서귀포
0,전국,1991-06-12,3.3,24.2,남원,19,남원
0,전국,1991-06-11,14.7,56,강화,37,대전
0,전국,1991-06-10,0,4.9,서귀포,3.1,서귀포
0,전국,1991-06-09,62.8,188,해남,47.4,완도
0,전국,1991-06-08,1,32.7,"성산,성산포",17.5,"성산,성산포"
0,전국,1991-06-07,0,,,,
0,전국,1991-06-06,0,0,"제주,고산,성산,서귀포",0,"제주,고산,성산,서귀포"
0,전국,1991-06-05,0,0,"제주,성산,서귀포,성산포",0,"제주,성산,서귀포,성산포"
0,전국,1991-06-04,0,0,제주,0,제주
0,전국,1991-06-03,4.8,15.3,포항,5,"대전,의성"
0,전국,1991-06-02,15.2,89,남해,16.1,통영
0,전국,1991-06-01,10.9,63.1,남원,14.5,남원
0,전국,1991-05-31,0,8.7,서귀포,4.7,서귀포
0,전국,1991-05-30,0,3.9,고산,1.5,제주
0,전국,1991-05-29,0,,,,
0,전국,1991-05-28,0,,,,
0,전국,1991-05-27,0.7,5.1,남원,3.2,대관령
0,전국,1991-05-26,29.3,119.8,대관령,22.9,서산
0,전국,1991-05-25,17,61.6,서산,19,서산
0,전국,1991-05-24,9.6,52.9,부여,28,부여
0,전국,1991-05-23,0,0,"대관령,서귀포",0,"대관령,서귀포"
0,전국,1991-05-22,0,0,"성산,서귀포,성산포",0,"성산,서귀포,성산포"
0,전국,1991-05-21,0.2,7.7,부산,5.1,부산
0,전국,1991-05-20,0.2,136.4,"성산,성산포",34,"성산,성산포"
0,전국,1991-05-19,1,168.1,고산,31.7,서귀포
0,전국,1991-05-18,0,,,,
0,전국,1991-05-17,0,0,울릉도,0,울릉도
0,전국,1991-05-16,0.9,4.5,안동,4.5,안동
0,전국,1991-05-15,2.9,18,인제,16.6,전주
0,전국,1991-05-14,0,0,"제주,고산,성산,서귀포",0,"제주,고산,성산,서귀포"
0,전국,1991-05-13,0,,,,
0,전국,1991-05-12,0,5.2,서귀포,1.6,서귀포
0,전국,1991-05-11,0,4.2,제주,2.6,제주
0,전국,1991-05-10,0.2,7.4,태백,7.2,태백
0,전국,1991-05-09,0,,,,
0,전국,1991-05-08,2.4,5.9,충주,3,충주
0,전국,1991-05-07,2.2,9.9,부산,4.6,부산
0,전국,1991-05-06,9.6,96.2,서귀포,22.3,서귀포
0,전국,1991-05-05,0,1.7,서귀포,1.7,서귀포
0,전국,1991-05-04,0,,,,
0,전국,1991-05-03,0,0.4,울산,0.4,울산
0,전국,1991-05-02,0,0.8,"울릉도,남원",0.8,남원
0,전국,1991-05-01,0,1.1,안동,1.1,안동
0,전국,1991-04-30,1,10.1,대관령,5.5,양평
0,전국,1991-04-29,2.6,14.9,대관령,5,영주
0,전국,1991-04-28,0,6.9,서귀포,5.1,서귀포
0,전국,1991-04-27,0,,,,
0,전국,1991-04-26,0,0.4,제주,0.4,제주
0,전국,1991-04-25,0,3.4,철원,2.9,철원
0,전국,1991-04-24,0.1,20.8,"성산,성산포",8,"성산,성산포"
0,전국,1991-04-23,0.2,5,남해,2,남해
0,전국,1991-04-22,0,,,,
0,전국,1991-04-21,0,,,,
0,전국,1991-04-20,0,,,,
0,전국,1991-04-19,0,0,"광주,목포,해남",0,"광주,목포,해남"
0,전국,1991-04-18,12,52,대관령,11,남해
0,전국,1991-04-17,51.8,150.6,광주,45.9,울산
0,전국,1991-04-16,0,,,,
0,전국,1991-04-15,0,0,"철원,대관령,춘천,서울",0,"철원,춘천,완도,제주"
0,전국,1991-04-14,0,,,,
0,전국,1991-04-13,7.6,18.7,정읍,8.2,부산
0,전국,1991-04-12,2.8,15.4,서산,5.2,양평
0,전국,1991-04-11,0.1,7.8,제주,1.8,제주
0,전국,1991-04-10,4.7,30,남해,10,남해
0,전국,1991-04-09,0,,,,
0,전국,1991-04-08,0,,,,
0,전국,1991-04-07,0,32.1,"성산,성산포",6,"성산,성산포"
0,전국,1991-04-06,0,15.5,제주,4.5,"성산,성산포"
0,전국,1991-04-05,0,2,서귀포,1,서귀포
0,전국,1991-04-04,0,0,"성산,서귀포,성산포",0,"성산,서귀포,성산포"
0,전국,1991-04-03,0,,,,
0,전국,1991-04-02,0,,,,
0,전국,1991-04-01,0,1,울릉도,0.1,임실
0,전국,1991-03-31,0.1,1.7,강화,,
0,전국,1991-03-30,0,0,울릉도,,
0,전국,1991-03-29,0,,,,
0,전국,1991-03-28,0.1,2.9,제주,0.5,"제주,주암"
0,전국,1991-03-27,9.2,34.7,강릉,3,"천안,거제"
0,전국,1991-03-26,5.6,14.5,천안,6,천안
0,전국,1991-03-25,2.8,14.5,서귀포,3.8,제주
0,전국,1991-03-24,0,1.2,속초,0,"울산,광주,통영,제주"
0,전국,1991-03-23,0,0.5,울릉도,,
0,전국,1991-03-22,8.9,43.5,"성산,성산포",6.1,제주
0,전국,1991-03-21,0.2,3.8,대관령,1.4,제주
0,전국,1991-03-20,0.8,8.5,통영,4.1,통영
0,전국,1991-03-19,0,11.6,서귀포,0.3,거제
0,전국,1991-03-18,0,,,,
0,전국,1991-03-17,0,0.2,울릉도,,
0,전국,1991-03-16,0.6,2.6,보은,0.7,제주
0,전국,1991-03-15,0.5,10.1,고산,2,제주
0,전국,1991-03-14,0,6,울릉도,0,부산
0,전국,1991-03-13,0,,,,
0,전국,1991-03-12,0,0,제주,0,제주
0,전국,1991-03-11,7.5,26.5,삼척,6.4,부산
0,전국,1991-03-10,14.4,33.7,"성산,성산포",12,제주
0,전국,1991-03-09,1.3,11,울릉도,0.9,주암
0,전국,1991-03-08,20.3,45.5,강화,11.2,제주
0,전국,1991-03-07,6.7,34.5,남해,14.3,제주
0,전국,1991-03-06,0,,,,
0,전국,1991-03-05,0,,,,
0,전국,1991-03-04,0.3,18.9,"성산,성산포",2.3,제주
0,전국,1991-03-03,0,,,,
0,전국,1991-03-02,0,0,철원,,
0,전국,1991-03-01,0,3.3,제주,2,제주
0,전국,1991-02-28,0.7,13.6,서귀포,2.7,제주
0,전국,1991-02-27,5,45.6,서귀포,3,주암
0,전국,1991-02-26,0,,,,
0,전국,1991-02-25,0,0,목포,,
0,전국,1991-02-24,0,4.8,울릉도,,
0,전국,1991-02-23,0.1,4.2,"성산,성산포",,
0,전국,1991-02-22,2,8.9,울릉도,0.2,거제
0,전국,1991-02-21,0.8,3.7,남원,0,"부산,거제"
0,전국,1991-02-20,1.3,7.2,장수,0,부산
0,전국,1991-02-19,0,0.7,울릉도,,
0,전국,1991-02-18,0,2,대관령,0.1,제주
0,전국,1991-02-17,0,0.2,목포,0,광주
0,전국,1991-02-16,0,1.7,대관령,,
0,전국,1991-02-15,11.8,30,삼척,3,거제
0,전국,1991-02-14,2,16.8,제주,2.6,제주
0,전국,1991-02-13,0.4,11.5,서귀포,1.7,제주
0,전국,1991-02-12,0,,,,
0,전국,1991-02-11,0.5,3.6,서산,0.3,광주
0,전국,1991-02-10,9.3,22.1,대관령,3.7,광주
0,전국,1991-02-09,4.6,51.7,서귀포,2.5,부산
0,전국,1991-02-08,0,0.9,울진,0,광주
0,전국,1991-02-07,2,14.3,대관령,2.5,천안
0,전국,1991-02-06,0,0,"대관령,춘천",,
0,전국,1991-02-05,0,2.2,울릉도,,
0,전국,1991-02-04,0.8,4.8,수원,0.7,제주
0,전국,1991-02-03,0,0,제주,0,제주
0,전국,1991-02-02,0,,,,
0,전국,1991-02-01,0,9.9,울릉도,,
0,전국,1991-01-31,0,,,,
0,전국,1991-01-30,0,0,대관령,,
0,전국,1991-01-29,0,16.5,제주,9.5,제주
0,전국,1991-01-28,0,2,대관령,,
0,전국,1991-01-27,0,7.2,울릉도,,
0,전국,1991-01-26,0,0.2,울릉도,,
0,전국,1991-01-25,0,0.2,전주,0,광주
0,전국,1991-01-24,5.6,15.3,완도,3.8,통영
0,전국,1991-01-23,0.1,3.5,삼척,0,울산
0,전국,1991-01-22,2.7,20.9,대관령,1.9,제주
0,전국,1991-01-21,8.2,49,제주,11.9,제주
0,전국,1991-01-20,0.8,35.4,"성산,성산포",4,제주
0,전국,1991-01-19,0,0,"고산,서귀포",,
0,전국,1991-01-18,0,,,,
0,전국,1991-01-17,0.4,5.6,울릉도,1,천안
0,전국,1991-01-16,0.5,7,인제,,
0,전국,1991-01-15,0.1,1.9,서산,0,제주
0,전국,1991-01-14,0,1.4,울릉도,,
0,전국,1991-01-13,0,1.9,울릉도,,
0,전국,1991-01-12,0.2,2.6,군산,0,제주
0,전국,1991-01-11,0,1.3,제주,0.5,제주
0,전국,1991-01-10,0,0.4,대관령,,
0,전국,1991-01-09,0,0.1,춘천,,
0,전국,1991-01-08,0,17,울릉도,,
0,전국,1991-01-07,2.8,14.5,서귀포,5.2,통영
0,전국,1991-01-06,0,1.5,울릉도,,
0,전국,1991-01-05,0.2,5.2,"성산,성산포",,
0,전국,1991-01-04,0.2,3.8,군산,,
0,전국,1991-01-03,0.6,3.8,양평,0,제주
0,전국,1991-01-02,0,,,,
0,전국,1991-01-01,1,5.2,제주,3.1,제주
0,전국,1990-12-31,0.1,17.5,제주,4.5,제주
0,전국,1990-12-30,0,9.4,서귀포,0.9,제주
0,전국,1990-12-29,0,2.5,울릉도,,
0,전국,1990-12-28,0,1.4,제주,0.7,제주
0,전국,1990-12-27,0,0.4,"서산,정읍",,
0,전국,1990-12-26,1.3,8.8,보령,0,부산
0,전국,1990-12-25,4.2,15.3,철원,5,거창
0,전국,1990-12-24,0,,,,
0,전국,1990-12-23,0.2,2.1,청주,,
0,전국,1990-12-22,1.6,9.8,문경,0,"여수,합천"
0,전국,1990-12-21,0.4,3.5,인제,1.5,천안
0,전국,1990-12-20,0,5.9,울릉도,1.1,제주
0,전국,1990-12-19,0,,,,
0,전국,1990-12-18,0.1,11.9,울릉도,0.1,광주
0,전국,1990-12-17,0.1,4.3,"성산,성산포",1.5,제주
0,전국,1990-12-16,0.1,3,서산,,
0,전국,1990-12-15,0,0,인천,,
0,전국,1990-12-14,0.4,13.8,관악산,1.4,제주
0,전국,1990-12-13,0.4,1.9,"서울,성산,성산포",0.9,목포
0,전국,1990-12-12,0,0,서산,,
0,전국,1990-12-11,2.3,29.4,대관령,0.1,제주
0,전국,1990-12-10,0,0.1,군산,,
0,전국,1990-12-09,0.6,18.4,광주,9.5,광주
0,전국,1990-12-08,0,0,보령,,
0,전국,1990-12-07,0,0,"강화,보령",,
0,전국,1990-12-06,0,0,보령,,
0,전국,1990-12-05,0,0.7,수원,,
0,전국,1990-12-04,0,0.3,수원,,
0,전국,1990-12-03,0,1.1,보령,0,"광주,제주"
0,전국,1990-12-02,0.9,9,서산,0.2,제주
0,전국,1990-12-01,4.6,18,장수,0,밀양
0,전국,1990-11-30,0.2,27.4,대관령,3.2,통영
0,전국,1990-11-29,0,1,대관령,0,"울산,부산"
0,전국,1990-11-28,0.1,2.1,포항,0,"울산,제주"
0,전국,1990-11-27,0,0,"울진,포항",,
0,전국,1990-11-26,0,,,,
0,전국,1990-11-25,1.5,17,서귀포,3.3,광주
0,전국,1990-11-24,0,0,"광주,고산",0,광주
0,전국,1990-11-23,0,0.1,울릉도,,
0,전국,1990-11-22,0,0.5,홍천,0,"서울,양평"
0,전국,1990-11-21,0,6.2,울릉도,,
0,전국,1990-11-20,0.7,23.6,울릉도,8,제주
0,전국,1990-11-19,27.4,54.3,완도,13.5,제주
0,전국,1990-11-18,1,6.4,철원,2.9,서울
0,전국,1990-11-17,0,0.3,춘천,0.3,춘천
0,전국,1990-11-16,0,,,,
0,전국,1990-11-15,1.4,25.5,강릉,11.5,강릉
0,전국,1990-11-14,0,,,,
0,전국,1990-11-13,0,,,,
0,전국,1990-11-12,0,,,,
0,전국,1990-11-11,0,,,,
0,전국,1990-11-10,0.1,1.3,부안,0,"제주,부여,주암,장흥"
0,전국,1990-11-09,12,58.5,"성산,성산포",11.4,제주
0,전국,1990-11-08,0.1,13.5,서귀포,3.5,"제주,성산,성산포"
0,전국,1990-11-07,0,,,,
0,전국,1990-11-06,10.9,68.2,서산,50.1,서산
